rank,handle_instagram,name_instagram,category_1,followers,audience_country,engagement_auth,engagement_avg,category_2,category_unified,category_status,_platform,_month,_year
407,hunterschafer,Hunter,Lifestyle,7200000.0,United States,633400.0,1000000.0,Music,Lifestyle,MAPPED,instagram,november,2022
408,amandacerny,Amanda 𝕮𝖊𝖗𝖓𝖞,Humor & Fun & Happiness,23700000.0,India,194000.0,311000.0,,Entertainment,MAPPED,instagram,november,2022
409,alissaviolet,Alissa Violet,Modeling,11800000.0,United States,387500.0,623400.0,,Beauty&Fashion,MAPPED,instagram,november,2022
410,dindahw,Dinda Hauw,Cinema & Actors/actresses,14600000.0,Indonesia,336200.0,503600.0,,Entertainment,MAPPED,instagram,november,2022
411,lilyachty,C.V T,Humor & Fun & Happiness,10400000.0,United States,349600.0,712300.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
412,peytonlist,Peyton List,Cinema & Actors/actresses,20300000.0,United States,238700.0,358700.0,,Entertainment,MAPPED,instagram,november,2022
413,florencepugh,Florence Pugh,Humor & Fun & Happiness,8100000.0,United States,594700.0,909500.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
414,evcenf,Fahriye Evcen Özçivit,Lifestyle,13100000.0,Turkey,440900.0,556400.0,Beauty,Lifestyle,MAPPED,instagram,november,2022
415,aliiiiiiiikarimi8,Ali Karimi,Sports with a ball,10000000.0,Iran,496400.0,752500.0,,Sports,MAPPED,instagram,november,2022
416,bellapoarch,Bella Poarch,Lifestyle,13900000.0,United States,384400.0,520000.0,Music,Lifestyle,MAPPED,instagram,november,2022
417,o.dembele7,Ousmane Dembélé,Sports with a ball,11600000.0,Spain,361600.0,618600.0,,Sports,MAPPED,instagram,november,2022
418,jinyoung_0922jy,박진영,Music,10000000.0,Indonesia,553500.0,732000.0,,Music,MAPPED,instagram,november,2022
419,nba,NBA,Sports with a ball,70900000.0,United States,62200.0,100900.0,,Sports,MAPPED,instagram,november,2022
420,dannapaola,Danna Paola,Music,34800000.0,Mexico,141500.0,205400.0,,Music,MAPPED,instagram,november,2022
421,simonemendes,Simone Mendes,Music,35600000.0,Brazil,159600.0,201400.0,,Music,MAPPED,instagram,november,2022
422,hakkiakdenizz,hakki akdeniz,Business & Careers,26600000.0,Russia,183800.0,266400.0,,Knowledge&Info,MAPPED,instagram,november,2022
423,ksi,KSI,Music,12100000.0,United Kingdom,418400.0,587500.0,,Music,MAPPED,instagram,november,2022
424,melo,LaMelo Ball,Lifestyle,9200000.0,United States,383600.0,779800.0,Music,Lifestyle,MAPPED,instagram,november,2022
425,saweetie,,Cinema & Actors/actresses,13100000.0,United States,232400.0,540000.0,,Entertainment,MAPPED,instagram,november,2022
426,daquan,Daquan,Humor & Fun & Happiness,16700000.0,United States,274700.0,423700.0,,Entertainment,MAPPED,instagram,november,2022
427,deiveleonardo,Deive Leonardo,Literature & Journalism,12300000.0,Brazil,313400.0,576300.0,Trainers & Coaches,Knowledge&Info,MAPPED,instagram,november,2022
428,_seorina,설인아 sᴇᴏʀɪɴᴀ,Lifestyle,6800000.0,South Korea,843000.0,1000000.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
429,ssinz7,박신혜/Shin Hye Park,Music,13800000.0,Indonesia,413800.0,508500.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
430,yasmine_sabri,Yasmine Sabri,Cinema & Actors/actresses,19600000.0,Egypt,256800.0,360200.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
431,krisjenner,Kris Jenner,Shows,49900000.0,United States,92100.0,140000.0,Beauty,Entertainment,MAPPED,instagram,november,2022
432,marktuan,Mark Tuan,Music,13000000.0,Indonesia,427600.0,539600.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
433,rezagolzar,Mohammad Reza Golzar,Cinema & Actors/actresses,12300000.0,Iran,398600.0,575900.0,,Entertainment,MAPPED,instagram,november,2022
434,ana_d_armas,A N A   D E   A R M A S,Cinema & Actors/actresses,8199999.999999999,United States,636500.0,861100.0,,Entertainment,MAPPED,instagram,november,2022
435,frenchmontana,French Montana,Music,30700000.0,United States,139400.0,229800.0,,Music,MAPPED,instagram,november,2022
436,shehnaazgill,Shehnaaz Gill,Cinema & Actors/actresses,12300000.0,India,483000.0,606500.0,Music,Entertainment,MAPPED,instagram,november,2022
437,wi__wi__wi,위하준 Wi Ha Jun,Lifestyle,10000000.0,South Korea,568000.0,683500.0,Music,Lifestyle,MAPPED,instagram,november,2022
438,jennaortega,Jenna Ortega,Cinema & Actors/actresses,8600000.0,United States,561400.0,799600.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
439,jasonderulo,Jason Derulo,Music,12800000.0,United States,370000.0,529500.0,,Music,MAPPED,instagram,november,2022
440,barbieferreira,barbie ferreira,Music,6200000.0,United States,610800.0,1100000.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
441,yaocabrera,Yao Cabrera,Crypto,16900000.0,Argentina,185200.0,402000.0,NFT,Tech&Gaming,MAPPED,instagram,november,2022
442,mclomaofficial,Paloma Santos 🐟,Music,8800000.0,Brazil,451800.0,773600.0,,Music,MAPPED,instagram,november,2022
443,for_everyoung10,장원영 WONYOUNG,Lifestyle,5900000.0,Indonesia,917300.0,1200000.0,,Lifestyle,MAPPED,instagram,november,2022
444,frenkiedejong,Frenkie de Jong,Sports with a ball,10800000.0,Spain,411600.0,618300.0,,Sports,MAPPED,instagram,november,2022
445,paulwesley,Paul Wesley,Cinema & Actors/actresses,12400000.0,Brazil,358400.0,535900.0,,Entertainment,MAPPED,instagram,november,2022
446,canelo,Saul Alvarez,Fitness & Gym,13700000.0,Mexico,343900.0,478800.0,,Sports,MAPPED,instagram,november,2022
447,i_m_hendery,Hi👉🏻im Hendery👈🏻,,6400000.0,United States,800500.0,1000000.0,,,,instagram,november,2022
448,polo.capalot,Polo.G🐐,Music,10500000.0,United States,375200.0,617100.0,,Music,MAPPED,instagram,november,2022
449,iscoalarcon,Isco Alarcon Suarez,Sports with a ball,25500000.0,Spain,177100.0,256200.0,,Sports,MAPPED,instagram,november,2022
450,parineetichopra,𝙿𝚊𝚛𝚒𝚗𝚎𝚎𝚝𝚒 𝙲𝚑𝚘𝚙𝚛𝚊 🫧,Cinema & Actors/actresses,37700000.0,India,148600.0,171700.0,,Entertainment,MAPPED,instagram,november,2022
451,maudyayunda,Maudy Ayunda,Music,17300000.0,Indonesia,251900.0,371400.0,,Music,MAPPED,instagram,november,2022
452,princessyahrini,SYAHRINI,Music,40200000.0,Indonesia,122100.0,159800.0,,Music,MAPPED,instagram,november,2022
453,romeosantos,Romeo Santos,Music,19300000.0,United States,273300.0,338100.0,,Music,MAPPED,instagram,november,2022
454,soohyun_k216,김수현 Kim Soo Hyun 金秀賢,,13900000.0,Indonesia,378400.0,460900.0,,,,instagram,november,2022
455,vanessahudgens,🔮Vanessa Hudgens🔮,Cinema & Actors/actresses,47300000.0,United States,82300.0,135200.0,,Entertainment,MAPPED,instagram,november,2022
456,marvel,Marvel Entertainment,Cinema & Actors/actresses,66500000.0,United States,80900.0,96000.0,Comics & sketches,Entertainment,MAPPED,instagram,november,2022
457,susana.dxoxo,Susane Damouni,,13700000.0,India,298600.0,481300.0,,,,instagram,november,2022
458,leonardodicaprio,Leonardo DiCaprio,Cinema & Actors/actresses,54700000.0,United States,94100.0,117500.0,,Entertainment,MAPPED,instagram,november,2022
459,pablogavi,GAVI,Sports with a ball,6300000.0,Spain,701900.0,1000000.0,,Sports,MAPPED,instagram,november,2022
460,yejinhand,손예진,Cinema & Actors/actresses,7100000.0,Indonesia,699600.0,910700.0,,Entertainment,MAPPED,instagram,november,2022
461,skaijackson,S K A I,Lifestyle,8000000.0,United States,455100.0,803000.0,,Lifestyle,MAPPED,instagram,november,2022
462,sadiomaneofficiel,Sadio Mane,Sports with a ball,12300000.0,United Kingdom,363000.0,517500.0,,Sports,MAPPED,instagram,november,2022
463,liverpoolfc,Liverpool Football Club,Sports with a ball,40500000.0,United Kingdom,112000.0,156200.0,,Sports,MAPPED,instagram,november,2022
464,toni.kr8s,Toni Kroos,Sports with a ball,35500000.0,Germany,131400.0,178600.0,,Sports,MAPPED,instagram,november,2022
465,indiancricketteam,Team India,Sports with a ball,25800000.0,India,209600.0,244400.0,,Sports,MAPPED,instagram,november,2022
466,yerimiese,Yeri,Lifestyle,10700000.0,Indonesia,464700.0,575600.0,,Lifestyle,MAPPED,instagram,november,2022
467,mo.on_air,TAEIL,,5100000.0,Indonesia,1100000.0,1200000.0,,,,instagram,november,2022
468,joshu_acoustic,Joshua Hong,Music,5100000.0,India,1000000.0,1200000.0,,Music,MAPPED,instagram,november,2022
469,xuminghao_o,The8 디에잇,Music,5500000.0,Indonesia,913000.0,1200000.0,,Music,MAPPED,instagram,november,2022
470,alok,Alok Petrillo,Music,27900000.0,Brazil,172900.0,221300.0,Art/Artists,Music,MAPPED,instagram,november,2022
471,jessnolimit,Jess No Limit,Shows,7300000.0,Indonesia,717700.0,859900.0,,Entertainment,MAPPED,instagram,november,2022
472,nianaguerrero,Niana,Music,14200000.0,Indonesia,342100.0,429300.0,Kids & Toys,Music,MAPPED,instagram,november,2022
473,mathildtantot,Mathilde,Lifestyle,10000000.0,United States,401300.0,607400.0,Modeling,Lifestyle,MAPPED,instagram,november,2022
474,leaelui,Lea Elui G,Modeling,11400000.0,India,320500.0,538800.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
475,nattinatasha,NATTI NATASHA,Music,36000000.0,Mexico,141600.0,170000.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
476,lilpeep,lil peep,Music,7600000.0,United States,477500.0,802100.0,,Music,MAPPED,instagram,november,2022
477,kyo1122,Song hyekyo,Cinema & Actors/actresses,13400000.0,Indonesia,350100.0,445800.0,,Entertainment,MAPPED,instagram,november,2022
478,vinniehacker,†,Lifestyle,5900000.0,United States,495000.0,1000000.0,,Lifestyle,MAPPED,instagram,november,2022
479,navidmohammadzadeh,navid mohammadzadeh,Cinema & Actors/actresses,8600000.0,Iran,499800.0,705600.0,,Entertainment,MAPPED,instagram,november,2022
480,netflix,Netflix US,Cinema & Actors/actresses,31300000.0,Brazil,116100.0,190400.0,Shows,Entertainment,MAPPED,instagram,november,2022
481,charles_leclerc,Charles Leclerc,Racing Sports,8800000.0,Italy,512500.0,680600.0,,Sports,MAPPED,instagram,november,2022
482,jakepaul,Jake Paul,Cinema & Actors/actresses,20700000.0,United States,172300.0,288900.0,,Entertainment,MAPPED,instagram,november,2022
483,djxiao_888,XIAOJUN,Music,7000000.0,Indonesia,687100.0,859400.0,,Music,MAPPED,instagram,november,2022
484,cazzu,♡ 𝖓𝖊𝖓𝖆 ᴛʀᴀᴍᴘᴀ,Music,10500000.0,Argentina,437900.0,561200.0,,Music,MAPPED,instagram,november,2022
485,jokowi,Joko Widodo,Finance & Economics,48100000.0,Indonesia,98800.0,124700.0,,Knowledge&Info,MAPPED,instagram,november,2022
486,memphisdepay,Memphis Depay,Sports with a ball,15500000.0,France,212500.0,376600.0,,Sports,MAPPED,instagram,november,2022
487,obj,Odell Beckham Jr,Sports with a ball,16500000.0,United States,185900.0,354000.0,,Sports,MAPPED,instagram,november,2022
488,caviarmagnat,Anton Tregubov,Lifestyle,15200000.0,Russia,267800.0,386900.0,,Lifestyle,MAPPED,instagram,november,2022
489,davikah,davikah,Modeling,17100000.0,Thailand,260500.0,337500.0,,Beauty&Fashion,MAPPED,instagram,november,2022
490,jailyneojeda,Jailyne Ojeda Ochoa,Modeling,14100000.0,United States,297300.0,411400.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
491,bramastavrl,Verrell Bramasta,Cinema & Actors/actresses,25100000.0,Indonesia,182900.0,231400.0,Lifestyle,Entertainment,MAPPED,instagram,november,2022
492,rafaelnadal,Rafa Nadal,Sports with a ball,16399999.999999998,Spain,282200.0,352900.0,,Sports,MAPPED,instagram,november,2022
493,rogerfederer,Roger Federer,Sports with a ball,10200000.0,Spain,437200.0,566000.0,,Sports,MAPPED,instagram,november,2022
494,dra.deolanebezerra,Deolane Bezerra ⚖️,Beauty,15200000.0,Brazil,178700.0,384000.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
495,phil.coutinho,Philippe Coutinho,Sports with a ball,24900000.0,Brazil,141700.0,230300.0,,Sports,MAPPED,instagram,november,2022
496,jensenackles,Jensen Ackles,Cinema & Actors/actresses,10000000.0,United States,451700.0,586900.0,,Entertainment,MAPPED,instagram,november,2022
497,gisele,Gisele Bündchen,Modeling,19800000.0,Brazil,196900.0,292600.0,Fashion,Beauty&Fashion,MAPPED,instagram,november,2022
498,dababy,BILLION DOLLAR BABY 👶🏾,Music,21300000.0,United States,166700.0,271100.0,,Music,MAPPED,instagram,november,2022
499,d_degeaofficial,David De Gea,Sports with a ball,13800000.0,United Kingdom,293100.0,414800.0,,Sports,MAPPED,instagram,november,2022
500,d_a___m_i,KIM DA MI,,4600000.0,Indonesia,1000000.0,1200000.0,,,,instagram,november,2022
501,reesewitherspoon,Reese Witherspoon,Cinema & Actors/actresses,28400000.0,United States,168100.0,201400.0,,Entertainment,MAPPED,instagram,november,2022
502,imouniroy,mon,Cinema & Actors/actresses,24600000.0,India,190000.0,231100.0,,Entertainment,MAPPED,instagram,november,2022
503,mariabecerra,Maria Becerra,Music,10500000.0,Argentina,229000.0,541200.0,,Music,MAPPED,instagram,november,2022
504,charlieputh,Charlie Puth,Music,16700000.0,United States,238600.0,339200.0,,Music,MAPPED,instagram,november,2022
505,netflixbrasil,Netflix Brasil,Shows,32799999.999999996,Brazil,101000.0,172400.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
506,vickykaushal09,Vicky Kaushal,Lifestyle,14200000.0,India,337700.0,396300.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
507,amauryguichon,Amaury Guichon,Food & Cooking,9700000.0,United States,484600.0,590400.0,,Lifestyle,MAPPED,instagram,november,2022
508,rachel_mypark,박민영 Minyoung Park,Cinema & Actors/actresses,10300000.0,Indonesia,437300.0,544700.0,,Entertainment,MAPPED,instagram,november,2022
509,sportscenter,SportsCenter,Sports with a ball,31800000.0,United States,98400.0,176600.0,Shows,Sports,MAPPED,instagram,november,2022
510,srinidhi_shetty,Srinidhi Shetty 🌸,Beauty,4500000.0,India,941200.0,1300000.0,Cinema & Actors/actresses,Beauty&Fashion,MAPPED,instagram,november,2022
511,gusttavolima,🏛 Gusttavo Lima 🏛,Music,44100000.0,Brazil,77300.0,128600.0,,Music,MAPPED,instagram,november,2022
512,yangyang_x2,YangYang 양양,Music,6500000.0,Indonesia,688000.0,873800.0,,Music,MAPPED,instagram,november,2022
513,golfarahani,Golshifteh Farahani,Cinema & Actors/actresses,13800000.0,Iran,314800.0,405800.0,,Entertainment,MAPPED,instagram,november,2022
514,goar_avetisyan,Goar Avetisyan,Beauty,11600000.0,Russia,345000.0,477800.0,,Beauty&Fashion,MAPPED,instagram,november,2022
515,earthpix,🌎  EarthPix  🌎,Nature & landscapes,23300000.0,United States,183600.0,238200.0,Photography,Lifestyle,MAPPED,instagram,november,2022
516,jungkook_bighitentertainment,JUNGKOOK (전정국) Updates,Management & Marketing,9300000.0,Brazil,531700.0,603300.0,Music,Knowledge&Info,MAPPED,instagram,november,2022
517,lilnasx,MONTERO,Music,12400000.0,United States,264900.0,443300.0,,Music,MAPPED,instagram,november,2022
518,tiffanyyoungofficial,tiffany young,Modeling,12900000.0,Indonesia,340400.0,425800.0,Fashion,Beauty&Fashion,MAPPED,instagram,november,2022
519,kit.connor,Kit Connor,Cinema & Actors/actresses,4500000.0,United States,739500.0,1200000.0,Humor & Fun & Happiness,Entertainment,MAPPED,instagram,november,2022
520,sound_of_coups,COUPS,,4500000.0,Indonesia,955900.0,1200000.0,,,,instagram,november,2022
521,nickjonas,Nick Jonas,Music,33200000.000000004,United States,115000.0,163500.0,Art/Artists,Music,MAPPED,instagram,november,2022
522,pozevidalouca,Poze Do Rodo 🤑,Lifestyle,8300000.000000001,Brazil,259899.99999999997,652800.0,,Lifestyle,MAPPED,instagram,november,2022
523,__youngbae__,TAEYANG,Music,13800000.0,Indonesia,340200.0,384300.0,,Music,MAPPED,instagram,november,2022
524,nazriyafahadh,Nazriya Nazim Fahadh,Lifestyle,6500000.0,India,616200.0,825300.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
525,kingbach,King Bach,Music,23100000.0,United States,114400.0,229300.0,Art/Artists,Music,MAPPED,instagram,november,2022
526,channingtatum,Channing Tatum,Cinema & Actors/actresses,17000000.0,United States,215000.0,309900.0,,Entertainment,MAPPED,instagram,november,2022
527,lexibrookerivera,Lexi Rivera,Shows,8500000.0,United States,514799.99999999994,643900.0,Humor & Fun & Happiness,Entertainment,MAPPED,instagram,november,2022
528,klaythompson,Klay Thompson,Sports with a ball,13500000.0,United States,267900.0,389400.0,Lifestyle,Sports,MAPPED,instagram,november,2022
529,angelinajolie,Angelina Jolie,,13600000.0,Brazil,234100.0,388600.0,,,,instagram,november,2022
530,k.kbeom,김범 kimbum,,5500000.0,Indonesia,796300.0,973900.0,,,,instagram,november,2022
531,loud_victor,Victor Augusto,Lifestyle,10700000.0,Brazil,380700.0,485000.0,Sports with a ball,Lifestyle,MAPPED,instagram,november,2022
532,araujovivianne,Viviane Araujo,Cinema & Actors/actresses,13800000.0,Brazil,289900.0,380900.0,,Entertainment,MAPPED,instagram,november,2022
533,urstrulymahesh,Mahesh Babu,Cinema & Actors/actresses,8800000.0,India,538500.0,592800.0,,Entertainment,MAPPED,instagram,november,2022
534,barackobama,Barack Obama,Finance & Economics,35400000.0,United States,125900.0,149300.0,Business & Careers,Knowledge&Info,MAPPED,instagram,november,2022
535,larissamanoela,Larissa Manoela,Cinema & Actors/actresses,47100000.0,Brazil,65800.0,109200.0,,Entertainment,MAPPED,instagram,november,2022
536,centralcee,📲,Lifestyle,4700000.0,United Kingdom,449500.0,1100000.0,Music,Lifestyle,MAPPED,instagram,november,2022
537,araikgalstyanmoscowschool,ＡＲＡＩＫ  ＧＡＬＳＴＹＡＮ®️🇦🇲,Beauty,17100000.0,Turkey,232200.0,300100.0,,Beauty&Fashion,MAPPED,instagram,november,2022
538,mirella,BAD MI ⚡️ MIRELLA,Music,26900000.0,Brazil,90400.0,190600.0,,Music,MAPPED,instagram,november,2022
539,julesleblanc,julianna,Music,9800000.0,United States,364700.0,527600.0,Shows,Music,MAPPED,instagram,november,2022
540,lucasranngel,LUCAS RANGEL,Lifestyle,20100000.0,Brazil,115100.0,254800.0,,Lifestyle,MAPPED,instagram,november,2022
541,7_luhan_m,鹿 Han,Music,12700000.0,Indonesia,332800.0,404200.0,,Music,MAPPED,instagram,november,2022
542,aboflah,AboFlah,Humor & Fun & Happiness,7400000.0,Iraq,593300.0,708400.0,,Entertainment,MAPPED,instagram,november,2022
543,gururandhawa,Guru Randhawa,Music,33000000.0,India,126300.0,155200.0,,Music,MAPPED,instagram,november,2022
544,superstar_dewasi99,SUPERSTARDEWASI 99,Music,13500000.0,India,238600.0,376900.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
545,cvillaloboss,CARMEN VILLALOBOS,Shows,20600000.0,Colombia,197700.0,243500.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
546,faz3,Fazza,Lifestyle,14700000.0,United Arab Emirates,263800.0,345400.0,,Lifestyle,MAPPED,instagram,november,2022
547,markiplier,Markiplier,Shows,10600000.0,United States,411900.0,469200.0,,Entertainment,MAPPED,instagram,november,2022
548,dylansprouse,Dylan Sprouse,Cinema & Actors/actresses,9100000.0,United States,353300.0,554700.0,,Entertainment,MAPPED,instagram,november,2022
549,melissamelmaia,MEL MAIA 🍯,Music,13500000.0,Brazil,204400.0,370200.0,,Music,MAPPED,instagram,november,2022
550,theellenshow,Ellen DeGeneres,Shows,124400000.0,United States,33400.0,40200.0,Cinema & Actors/actresses,Entertainment,MAPPED,instagram,november,2022
551,fuji_an,Fujianti Utami Putri,Lifestyle,11800000.0,Indonesia,177300.0,421800.0,,Lifestyle,MAPPED,instagram,november,2022
552,avrillavigne,Avril Lavigne,Music,11700000.0,Brazil,341700.0,425400.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
553,sav.labrant,Savannah Rose LaBrant,Family,7200000.0,United States,521900.0,697800.0,Lifestyle,Lifestyle,MAPPED,instagram,november,2022
554,donya,Donya,Lifestyle,15300000.0,Iran,215600.0,341300.0,,Lifestyle,MAPPED,instagram,november,2022
555,avengers,Avengers,Cinema & Actors/actresses,13600000.0,India,289200.0,362000.0,,Entertainment,MAPPED,instagram,november,2022
556,briandadeyanara,BRIANDA 💖,Lifestyle,13500000.0,Mexico,309000.0,362800.0,,Lifestyle,MAPPED,instagram,november,2022
557,shaymitchell,Shay Mitchell,Beauty,34400000.0,United States,100200.0,140500.0,Family,Beauty&Fashion,MAPPED,instagram,november,2022
558,gabigol,( Lil ) Gabi,Sports with a ball,10200000.0,Brazil,316100.0,478800.0,,Sports,MAPPED,instagram,november,2022
559,camilo,C A M I L O,Music,27600000.0,Argentina,109900.0,174200.0,,Music,MAPPED,instagram,november,2022
560,ncentineo,Noah,Cinema & Actors/actresses,16399999.999999998,Brazil,174100.0,289400.0,,Entertainment,MAPPED,instagram,november,2022
561,chloegmoretz,Chloë Grace Moretz,Cinema & Actors/actresses,21500000.0,United States,164900.0,220600.0,,Entertainment,MAPPED,instagram,november,2022
562,agnezmo,AGNEZ MO,Music,29200000.0,Indonesia,97600.0,162200.0,,Music,MAPPED,instagram,november,2022
563,39saku_chan,Sakura Miyawaki,Lifestyle,4300000.0,Indonesia,894800.0,1100000.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
564,dqsalmaan,Dulquer Salmaan,Cinema & Actors/actresses,11300000.0,India,308200.0,416900.0,,Entertainment,MAPPED,instagram,november,2022
565,nusr_et,Nusr_et#Saltbae,Food & Cooking,48000000.0,Turkey,67200.0,99100.0,,Lifestyle,MAPPED,instagram,november,2022
566,f1,FORMULA 1®,Racing Sports,20900000.0,Italy,178100.0,225100.0,,Sports,MAPPED,instagram,november,2022
567,juansguarnizo,Juan Sebastián Guarnizo,Lifestyle,6300000.0,Mexico,685600.0,750800.0,,Lifestyle,MAPPED,instagram,november,2022
568,victoriajustice,Victoria Justice,Music,23000000.0,United States,149800.0,205000.0,Cinema & Actors/actresses,Music,MAPPED,instagram,november,2022
569,apple,apple,Computers & Gadgets,28400000.0,India,122000.0,164400.0,Photography,Tech&Gaming,MAPPED,instagram,november,2022
570,dejesusoficial,Gabriel Jesus,Sports with a ball,18700000.0,Brazil,161200.0,249500.0,,Sports,MAPPED,instagram,november,2022
571,thehughjackman,Hugh Jackman,Cinema & Actors/actresses,30500000.0,United States,134900.0,153400.0,,Entertainment,MAPPED,instagram,november,2022
572,otabek_muhammadalievich,Otabek Umarov,,20200000.0,Russia,171800.0,231100.0,,,,instagram,november,2022
573,beautifuldestinations,BEAUTIFUL DESTINATIONS,Photography,24700000.0,United States,139600.0,187100.0,Travel,Lifestyle,MAPPED,instagram,november,2022
574,natashawilona12,Natasha Wilona,Beauty,39400000.0,Indonesia,98300.0,117200.0,,Beauty&Fashion,MAPPED,instagram,november,2022
575,jackharlow,,Lifestyle,6900000.0,United States,362400.0,676900.0,Humor & Fun & Happiness,Lifestyle,MAPPED,instagram,november,2022
576,anjimaxuofficially,Anjali Arora,Lifestyle,11900000.0,India,302800.0,387500.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
577,kaylanicolejones,,Family,7400000.0,United States,295900.0,626800.0,Beauty,Lifestyle,MAPPED,instagram,november,2022
578,simaria,Simaria,Music,28300000.0,Brazil,111600.0,162300.0,,Music,MAPPED,instagram,november,2022
579,kun11xd,KUN,Lifestyle,6900000.0,Indonesia,536100.0,669100.0,Music,Lifestyle,MAPPED,instagram,november,2022
580,quackity,quackity,,4099999.9999999995,United States,925100.0,1100000.0,,,,instagram,november,2022
581,ludmilla,LUDMILLA,Music,27900000.0,Brazil,110300.0,164600.0,,Music,MAPPED,instagram,november,2022
582,yooncy1,윤찬영 Chan-young Yoon,Lifestyle,4800000.0,South Korea,788800.0,949100.0,,Lifestyle,MAPPED,instagram,november,2022
583,everyone_woo,Wonwoo,Music,3600000.0,Indonesia,999600.0,1300000.0,,Music,MAPPED,instagram,november,2022
584,itsmarziapie,Marzia Kjellberg,Beauty,8300000.000000001,United States,450700.0,550700.0,Lifestyle,Beauty&Fashion,MAPPED,instagram,november,2022
585,egupta,Esha Gupta,Lifestyle,11700000.0,India,309500.0,387500.0,Cinema & Actors/actresses,Lifestyle,MAPPED,instagram,november,2022
586,antony00,Antony Santos,Sports with a ball,4800000.0,Brazil,519700.00000000006,960100.0,,Sports,MAPPED,instagram,november,2022
587,nickyjam,NICKY JAM,Music,43400000.0,Spain,75400.0,104400.0,,Music,MAPPED,instagram,november,2022
588,danialves,Daniel Alves,Sports with a ball,37300000.0,Brazil,77800.0,120700.0,,Sports,MAPPED,instagram,november,2022
589,nessabarrett,ness,Lifestyle,7300000.0,United States,461800.0,625900.0,Music,Lifestyle,MAPPED,instagram,november,2022
590,sushitrash,JOJI,Music,6500000.0,United States,572600.0,700600.0,,Music,MAPPED,instagram,november,2022
591,sugaringcandy,JUNGWOO,,3500000.0,South Korea,1100000.0,1300000.0,,,,instagram,november,2022
592,parishilton,Paris Hilton,Modeling,20300000.0,United States,133000.0,219700.0,,Beauty&Fashion,MAPPED,instagram,november,2022
593,lakers,Los Angeles Lakers,Sports with a ball,20300000.0,United States,142200.0,217800.0,,Sports,MAPPED,instagram,november,2022
594,matue,,Lifestyle,8300000.000000001,Brazil,297600.0,546600.0,Sports with a ball,Lifestyle,MAPPED,instagram,november,2022
595,chelseafc,Chelsea FC,Sports with a ball,35800000.0,Indonesia,82500.0,123300.0,,Sports,MAPPED,instagram,november,2022
596,bernardokath,Kathryn Bernardo 🐘,Beauty,17400000.0,Philippines,208700.0,251500.0,Cinema & Actors/actresses,Beauty&Fashion,MAPPED,instagram,november,2022
597,rizkybillar,Muhammad Rizky Billar,Shows,12900000.0,Indonesia,265400.0,342600.0,Beauty,Entertainment,MAPPED,instagram,november,2022
598,aurelie.hermansyah,Aurelie Hermansyah Atta,Beauty,27300000.0,Indonesia,126900.0,160600.0,,Beauty&Fashion,MAPPED,instagram,november,2022
599,elmarianaa,El Mariana,,4700000.0,Mexico,833100.0,946300.0,,,,instagram,november,2022
600,fuckjerry,FUCKJERRY,Humor & Fun & Happiness,16700000.0,United States,203400.0,263900.0,,Entertainment,MAPPED,instagram,november,2022
601,alexadellanos,Alexa Dellanos,Lifestyle,10000000.0,United States,283500.0,443500.0,,Lifestyle,MAPPED,instagram,november,2022
602,saharghoreyshiofficialpage,سحر قريشى Sahar Ghoreyshi,,11700000.0,Iran,258100.00000000003,378000.0,,,,instagram,november,2022
603,ozuna,@ozutochi 🔜,Music,22500000.0,Spain,143100.0,192000.0,,Music,MAPPED,instagram,november,2022
604,jeonghaniyoo_n,윤정한,Lifestyle,3700000.0,Iran,939900.0,1200000.0,,Lifestyle,MAPPED,instagram,november,2022
605,salmahayek,Salma Hayek Pinault,Cinema & Actors/actresses,21800000.0,United States,161400.0,199500.0,,Entertainment,MAPPED,instagram,november,2022
606,leejen_o_423,LEE JENO,,2200000.0,,0.0,2300000.0,,,,instagram,november,2022
607,pledis_boos,승관 SEUNGKWAN,Music,4600000.0,Indonesia,780800.0,947800.0,,Music,MAPPED,instagram,november,2022
608,naileadevora,nai,Lifestyle,5300000.0,United States,557500.0,823800.0,Music,Lifestyle,MAPPED,instagram,november,2022
