rank,handle_instagram,name_instagram,category_1,category_2,followers,audience_country,engagement_auth,engagement_avg,category_unified,category_status,_platform,_month,_year
406,rodrygogoes,Rodrygo Goes - RG ⚡️🇧🇷,Lifestyle,Sports with a ball,9700000.0,Brazil,567700.0,861800.0,Lifestyle,MAPPED,instagram,december,2022
407,gusein.gasanov,ГУСЕЙН ГАСАНОВ,Shows,,23400000.0,Russia,236300.0,352500.0,Entertainment,MAPPED,instagram,december,2022
408,kehlani,Kehlani,Music,Family,14500000.0,United States,361200.0,562700.0,Music,MAPPED,instagram,december,2022
409,wwiinn_7,WINWIN,,,7700000.0,Indonesia,928400.0,1100000.0,,,instagram,december,2022
410,bretmanrock,Bretman (Da Baddest) Rock,Art/Artists,Beauty,18500000.0,United States,258800.0,435600.0,Lifestyle,MAPPED,instagram,december,2022
411,imcryansp,GORDIN BOLOLO 🫶🏽,Lifestyle,,6400000.0,Brazil,537500.0,1300000.0,Lifestyle,MAPPED,instagram,december,2022
412,wi__wi__wi,위하준 Wi Ha Jun,Lifestyle,Music,10400000.0,South Korea,643700.0,774900.0,Lifestyle,MAPPED,instagram,december,2022
413,joeyking,Joey King,Music,Cinema & Actors/actresses,18800000.0,Brazil,294800.0,422000.0,Music,MAPPED,instagram,december,2022
414,yasmine_sabri,Yasmine Sabri,Cinema & Actors/actresses,Lifestyle,20000000.0,Egypt,283700.0,394800.0,Entertainment,MAPPED,instagram,december,2022
415,gusttavolima,🏛 Gusttavo Lima 🏛,Music,,43900000.0,Brazil,108500.0,179500.0,Music,MAPPED,instagram,december,2022
416,ncentineo,Noah,Cinema & Actors/actresses,,16300000.0,Brazil,287000.0,477200.0,Entertainment,MAPPED,instagram,december,2022
417,kiaraaliaadvani,KIARA,Cinema & Actors/actresses,,26200000.0,India,262200.0,297500.0,Entertainment,MAPPED,instagram,december,2022
418,madhuridixitnene,Madhuri Dixit,Music,Cinema & Actors/actresses,33900000.0,India,199400.0,230600.0,Music,MAPPED,instagram,december,2022
419,marcusrashford,Marcus Rashford MBE,Sports with a ball,,13100000.0,United Kingdom,378300.0,592900.0,Sports,MAPPED,instagram,december,2022
420,lizasoberano,Liza Soberano,Beauty,Cinema & Actors/actresses,17600000.0,Philippines,369400.0,440300.0,Beauty&Fashion,MAPPED,instagram,december,2022
421,lilyjcollins,Lily Collins,Cinema & Actors/actresses,,27100000.0,Mexico,192500.0,283300.0,Entertainment,MAPPED,instagram,december,2022
422,channingtatum,Channing Tatum,Cinema & Actors/actresses,,16900000.0,United States,315200.0,454400.0,Entertainment,MAPPED,instagram,december,2022
423,amauryguichon,Amaury Guichon,Food & Cooking,,10600000.0,United States,596200.0,727100.0,Lifestyle,MAPPED,instagram,december,2022
424,actorprabhas,Prabhas,Shows,Cinema & Actors/actresses,9100000.0,India,764500.0,855900.0,Entertainment,MAPPED,instagram,december,2022
425,maya_hawke,Maya Hawke,Cinema & Actors/actresses,,10700000.0,United States,512700.00000000006,709700.0,Entertainment,MAPPED,instagram,december,2022
426,pedri,Pedri González,Sports with a ball,,9200000.0,Spain,534400.0,838100.0,Sports,MAPPED,instagram,december,2022
427,jasonderulo,Jason Derulo,Music,,21300000.0,United States,247600.0,354200.0,Music,MAPPED,instagram,december,2022
428,judebellingham,Jude Bellingham,Lifestyle,Sports with a ball,5200000.0,United Kingdom,560500.0,1500000.0,Lifestyle,MAPPED,instagram,december,2022
429,thiagosilva,Thiago Silva,Sports with a ball,,21100000.0,Brazil,212100.0,357300.0,Sports,MAPPED,instagram,december,2022
430,annehathaway,Anne Hathaway,Cinema & Actors/actresses,,25800000.0,United States,220100.0,290200.0,Entertainment,MAPPED,instagram,december,2022
431,sound_of_coups,COUPS,,,4900000.0,Indonesia,1200000.0,1500000.0,,,instagram,december,2022
432,pele,Pelé,Sports with a ball,,12300000.0,Brazil,387400.0,605200.0,Sports,MAPPED,instagram,december,2022
433,neslihanatagul,Neslihan Atagül Doğulu,Cinema & Actors/actresses,Modeling,13700000.0,Turkey,436100.0,551100.0,Entertainment,MAPPED,instagram,december,2022
434,pugachevmark,Mark Pugachev,Cars & Motorbikes,Luxury,15600000.0,Russia,323900.0,476100.0,Other,MAPPED,instagram,december,2022
435,hshq,Harry Styles HQ,Music,Cinema & Actors/actresses,6900000.0,United States,618400.0,1100000.0,Music,MAPPED,instagram,december,2022
436,cazzu,♡ 𝖓𝖊𝖓𝖆 ᴛʀᴀᴍᴘᴀ,Music,,10900000.0,Argentina,522299.99999999994,669100.0,Music,MAPPED,instagram,december,2022
437,jensenackles,Jensen Ackles,Cinema & Actors/actresses,,10200000.0,United States,550000.0,714400.0,Entertainment,MAPPED,instagram,december,2022
438,joshu_acoustic,Joshua Hong,Music,,5500000.0,India,1100000.0,1300000.0,Music,MAPPED,instagram,december,2022
439,bramastavrl,Verrell Bramasta,Cinema & Actors/actresses,Lifestyle,25700000.0,Indonesia,247800.0,281100.0,Entertainment,MAPPED,instagram,december,2022
440,andresiniesta8,Andres Iniesta,Sports with a ball,,40700000.0,India,124400.0,176800.0,Sports,MAPPED,instagram,december,2022
441,alexandradaddario,alexandra daddario,Cinema & Actors/actresses,,22800000.0,India,257899.99999999997,315200.0,Entertainment,MAPPED,instagram,december,2022
442,nba,NBA,Sports with a ball,,73900000.0,United States,59900.0,97100.0,Sports,MAPPED,instagram,december,2022
443,nba_youngboy,PAIN REAL.🩸,Art/Artists,Music,10700000.0,United States,358000.0,686700.0,Lifestyle,MAPPED,instagram,december,2022
444,kevinhart4real,Kevin Hart,Cinema & Actors/actresses,,160800000.0,United States,34800.0,45200.0,Entertainment,MAPPED,instagram,december,2022
445,camilo,C A M I L O,Music,,27900000.0,Argentina,161600.0,256600.00000000003,Music,MAPPED,instagram,december,2022
446,juandam___,JuanDa.,,,5000000.0,Colombia,1200000.0,1400000.0,,,instagram,december,2022
447,bigsean,BIGSEAN,Music,Art/Artists,15800000.0,United States,246300.0,448900.0,Music,MAPPED,instagram,december,2022
448,hm_son7,Son HeungMin(손흥민)🇰🇷,Sports with a ball,,10800000.0,Brazil,404700.0,657900.0,Sports,MAPPED,instagram,december,2022
449,kyo1122,Song hyekyo,Cinema & Actors/actresses,,13500000.0,Indonesia,408700.0,520500.0,Entertainment,MAPPED,instagram,december,2022
450,polo.capalot,Polo.G🐐,Music,,10500000.0,United States,407100.0,668900.0,Music,MAPPED,instagram,december,2022
451,donya,Donya,Lifestyle,,15400000.0,Iran,301800.0,475200.0,Lifestyle,MAPPED,instagram,december,2022
452,jheneaiko,Jhené Aiko Efuru Chilombo 🔮,Music,,16000000.0,United States,248100.0,435100.0,Music,MAPPED,instagram,december,2022
453,marvel,Marvel Entertainment,Cinema & Actors/actresses,Comics & sketches,67300000.0,India,86500.0,102800.0,Entertainment,MAPPED,instagram,december,2022
454,zachking,Zach King,Shows,Humor & Fun & Happiness,24600000.0,Indonesia,182300.0,281000.0,Entertainment,MAPPED,instagram,december,2022
455,arcangel,"HONOR,LEALTAD Y RESPETO.",Music,,14500000.0,United States,282100.0,477300.0,Music,MAPPED,instagram,december,2022
456,princeandprincessofwales,The Prince and Princess of Wales,Family,Finance & Economics,14600000.0,United States,369400.0,472600.0,Lifestyle,MAPPED,instagram,december,2022
457,demetozdemir,Demet Özdemir,Cinema & Actors/actresses,,15600000.0,India,341500.0,435700.0,Entertainment,MAPPED,instagram,december,2022
458,thebursin,Kerem Bürsin,Cinema & Actors/actresses,,11000000.0,Russia,486500.0,624600.0,Entertainment,MAPPED,instagram,december,2022
459,cocielo,Júlio Cocielo Estaniecki,Cinema & Actors/actresses,,20200000.0,Brazil,213000.0,333400.0,Entertainment,MAPPED,instagram,december,2022
460,centralcee,📲,Lifestyle,Music,5500000.0,United Kingdom,513400.0,1200000.0,Lifestyle,MAPPED,instagram,december,2022
461,gessicakayane,GKAY,Shows,Humor & Fun & Happiness,20700000.0,Brazil,157600.0,324900.0,Entertainment,MAPPED,instagram,december,2022
462,surya_14kumar,Surya Kumar Yadav (SKY),Lifestyle,Family,5700000.0,India,910900.0,1200000.0,Lifestyle,MAPPED,instagram,december,2022
463,faz3,Fazza,Lifestyle,,15100000.0,United Arab Emirates,343200.0,448800.0,Lifestyle,MAPPED,instagram,december,2022
464,memezar,MEMEZAR • Comedy and Culture,Cinema & Actors/actresses,,22500000.0,United States,178700.0,294800.0,Entertainment,MAPPED,instagram,december,2022
465,klrahul,KL Rahul👑,Sports with a ball,,13400000.0,India,383900.0,490500.0,Sports,MAPPED,instagram,december,2022
466,dra.deolanebezerra,Deolane Bezerra ⚖️,Beauty,Lifestyle,15800000.0,Brazil,242200.0,439300.0,Beauty&Fashion,MAPPED,instagram,december,2022
467,toni.kr8s,Toni Kroos,Sports with a ball,,36600000.0,Germany,132100.0,179500.0,Sports,MAPPED,instagram,december,2022
468,_mariahwasa,HWASA,Music,,8400000.0,Brazil,614700.0,792900.0,Music,MAPPED,instagram,december,2022
469,anyataylorjoy,Anya Taylor-Joy,Modeling,Cinema & Actors/actresses,9200000.0,United States,499500.0,719700.0,Beauty&Fashion,MAPPED,instagram,december,2022
470,hannahstocking,Hannah Stocking,Modeling,,23300000.0,United States,209000.0,280400.0,Beauty&Fashion,MAPPED,instagram,december,2022
471,lucasranngel,LUCAS RANGEL,Lifestyle,,20500000.0,Brazil,143800.0,318000.0,Lifestyle,MAPPED,instagram,december,2022
472,canelo,Saul Alvarez,Fitness & Gym,,14400000.0,Mexico,339700.0,451600.0,Sports,MAPPED,instagram,december,2022
473,kit.connor,Kit Connor,Cinema & Actors/actresses,Humor & Fun & Happiness,4800000.0,United States,817700.0,1400000.0,Entertainment,MAPPED,instagram,december,2022
474,alvaromorata,Álvaro Morata,Sports with a ball,Literature & Journalism,18900000.0,Italy,221100.0,341900.0,Sports,MAPPED,instagram,december,2022
475,cvillaloboss,CARMEN VILLALOBOS,Shows,Cinema & Actors/actresses,21300000.0,Colombia,246500.0,303900.0,Entertainment,MAPPED,instagram,december,2022
476,dqsalmaan,Dulquer Salmaan,Cinema & Actors/actresses,,11900000.0,India,398500.0,539300.0,Entertainment,MAPPED,instagram,december,2022
477,mccabelinho,LITTLE HAIR,Lifestyle,Music,7200000.0,Brazil,465200.0,913500.0,Lifestyle,MAPPED,instagram,december,2022
478,darianrojasc,DARIAN R. C R A W S T O N ✗,Lifestyle,,7900000.0,Mexico,747000.0,825900.0,Lifestyle,MAPPED,instagram,december,2022
479,ronaldinho,Ronaldo de Assis Moreira,Sports with a ball,,69100000.0,Brazil,52700.0,91600.0,Sports,MAPPED,instagram,december,2022
480,djxiao_888,XIAOJUN,Music,,7100000.0,Indonesia,720000.0,900500.0,Music,MAPPED,instagram,december,2022
481,dntlrdl,CHOIWOOSHIK,Lifestyle,,7200000.0,Indonesia,675600.0,884000.0,Lifestyle,MAPPED,instagram,december,2022
482,jadepicon,JADE 🌪,Modeling,Fashion,21600000.0,Brazil,135100.0,295100.0,Beauty&Fashion,MAPPED,instagram,december,2022
483,serna_amini,Serna Amini,,,9800000.0,Iran,497200.0,659300.0,,,instagram,december,2022
484,miguel.g.herran,Miguel Herrán,Cinema & Actors/actresses,,13300000.0,Brazil,312400.0,470000.0,Entertainment,MAPPED,instagram,december,2022
485,lamborghini,Lamborghini,Luxury,Cars & Motorbikes,32500000.0,India,139400.0,192200.0,Beauty&Fashion,MAPPED,instagram,december,2022
486,bhadbhabie,Bhabie,Music,,16200000.0,United States,204100.0,383100.0,Music,MAPPED,instagram,december,2022
487,soueunavida,Sou Eu Na Vida,Humor & Fun & Happiness,,18100000.0,Brazil,181700.0,345100.0,Entertainment,MAPPED,instagram,december,2022
488,natashawilona12,Natasha Wilona,Beauty,,40500000.0,Indonesia,128500.0,153000.0,Beauty&Fashion,MAPPED,instagram,december,2022
489,fuji_an,Fujianti Utami Putri,Lifestyle,,12000000.0,Indonesia,380800.0,514400.0,Lifestyle,MAPPED,instagram,december,2022
490,papugomez_official,ıllıllı Papu Gomez  ıllıllı,Family,Sports with a ball,6500000.0,Italy,645900.0,967000.0,Lifestyle,MAPPED,instagram,december,2022
491,gabigol,Gabriel Barbosa,Sports with a ball,,10500000.0,Brazil,389700.0,589300.0,Sports,MAPPED,instagram,december,2022
492,ana_d_armas,A N A   D E   A R M A S,Cinema & Actors/actresses,,8800000.0,United States,518700.00000000006,701700.0,Entertainment,MAPPED,instagram,december,2022
493,rogerfederer,Roger Federer,Sports with a ball,,11100000.0,Spain,437800.0,551400.0,Sports,MAPPED,instagram,december,2022
494,anahi,Anahi,Music,Modeling,10700000.0,Brazil,328300.0,574300.0,Music,MAPPED,instagram,december,2022
495,mathildtantot,Mathilde,Lifestyle,Modeling,9800000.0,United States,410800.0,621500.0,Lifestyle,MAPPED,instagram,december,2022
496,raphaelvarane,Raphael Varane,Sports with a ball,,20400000.0,Spain,196800.0,295400.0,Sports,MAPPED,instagram,december,2022
497,obj,Odell Beckham Jr,Sports with a ball,,16800000.0,United States,189000.0,360000.0,Sports,MAPPED,instagram,december,2022
498,layzhang,Lay Zhang,Music,,14200000.0,Indonesia,398300.0,420900.0,Music,MAPPED,instagram,december,2022
499,virgilvandijk,Virgil van Dijk,Sports with a ball,,13100000.0,United Kingdom,320700.0,454400.0,Sports,MAPPED,instagram,december,2022
500,frenchmontana,French Montana,Music,,34200000.0,United States,106500.0,175500.0,Music,MAPPED,instagram,december,2022
501,virgilvandijk,Virgil van Dijk,Sports with a ball,,13100000.0,United Kingdom,320700.0,454400.0,Sports,MAPPED,instagram,december,2022
502,frenchmontana,French Montana,Music,,34200000.0,United States,106500.0,175500.0,Music,MAPPED,instagram,december,2022
503,yerimiese,Yeri,Lifestyle,,10800000.0,Indonesia,440600.0,545800.0,Lifestyle,MAPPED,instagram,december,2022
504,superstar_dewasi99,SUPERSTARDEWASI 99,Music,Cinema & Actors/actresses,13600000.0,India,296700.0,430900.0,Music,MAPPED,instagram,december,2022
505,parishilton,Paris Hilton,Modeling,,21200000.0,United States,167500.0,276100.0,Beauty&Fashion,MAPPED,instagram,december,2022
506,jenniferwinget1,Jennifer Winget,Cinema & Actors/actresses,,14200000.0,India,340900.0,414600.0,Entertainment,MAPPED,instagram,december,2022
507,gianlucavacchi,Gianluca Vacchi,Lifestyle,,22800000.0,Brazil,167500.0,258000.0,Lifestyle,MAPPED,instagram,december,2022
508,iscoalarcon,Isco Alarcon Suarez,Sports with a ball,,26400000.0,Spain,153700.0,221700.0,Sports,MAPPED,instagram,december,2022
509,romeosantos,Romeo Santos,Music,,19800000.0,United States,241400.0,297500.0,Music,MAPPED,instagram,december,2022
510,thibautcourtois,Thibaut Courtois,Sports with a ball,,11700000.0,Spain,338500.0,492100.0,Sports,MAPPED,instagram,december,2022
511,todayis_wendy,Wendy,Lifestyle,Music,7300000.0,Indonesia,674400.0,805000.0,Lifestyle,MAPPED,instagram,december,2022
512,ksi,KSI,Music,,12400000.0,United Kingdom,331000.0,464400.0,Music,MAPPED,instagram,december,2022
513,imouniroy,mon,Cinema & Actors/actresses,,25600000.0,India,184500.0,224200.0,Entertainment,MAPPED,instagram,december,2022
514,melo,LaMelo Ball,Lifestyle,Music,9400000.0,United States,304200.0,618300.0,Lifestyle,MAPPED,instagram,december,2022
515,peytonlist,Peyton List,Cinema & Actors/actresses,,20700000.0,United States,183600.0,276000.0,Entertainment,MAPPED,instagram,december,2022
516,yangyang_x2,YangYang 양양,Music,,6700000.0,Indonesia,682700.0,866500.0,Music,MAPPED,instagram,december,2022
517,simonettalein,Simonetta Lein,Beauty,Cinema & Actors/actresses,14100000.0,India,294000.0,404900.0,Beauty&Fashion,MAPPED,instagram,december,2022
518,everyone_woo,Wonwoo,Music,,4099999.9999999995,Indonesia,1100000.0,1400000.0,Music,MAPPED,instagram,december,2022
519,liamhemsworth,Liam Hemsworth,Cinema & Actors/actresses,,13000000.0,United States,307000.0,436100.0,Entertainment,MAPPED,instagram,december,2022
520,kingbach,King Bach,Music,Art/Artists,23500000.0,United States,119700.0,239900.0,Music,MAPPED,instagram,december,2022
521,sivakarthikeyan,Sivakarthikeyan Doss,,,5500000.0,India,872800.0,1000000.0,,,instagram,december,2022
522,shaymitchell,Shay Mitchell,Beauty,Family,35000000.0,United States,113700.0,159400.0,Beauty&Fashion,MAPPED,instagram,december,2022
523,bugatti,BUGATTI,Cars & Motorbikes,Luxury,17500000.0,United States,235900.0,318800.0,Other,MAPPED,instagram,december,2022
524,txt_bighit,TOMORROW X TOGETHER OFFICIAL,,,13100000.0,Indonesia,335000.0,422700.0,,,instagram,december,2022
525,mterstegen1,Marc ter Stegen,Sports with a ball,,13800000.0,Spain,267500.0,402700.0,Sports,MAPPED,instagram,december,2022
526,indiancricketteam,Team India,Sports with a ball,,27000000.0,India,175100.0,204200.0,Sports,MAPPED,instagram,december,2022
527,deiveleonardo,Deive Leonardo,Literature & Journalism,Trainers & Coaches,12900000.0,Brazil,234100.0,430600.0,Knowledge&Info,MAPPED,instagram,december,2022
528,davikah,davikah,Modeling,,17400000.0,Thailand,242500.0,314100.0,Beauty&Fashion,MAPPED,instagram,december,2022
529,djsnake,djsnake,Music,,10000000.0,India,468700.0,556600.0,Music,MAPPED,instagram,december,2022
530,whinderssonnunes,Whindersson Nunes,Humor & Fun & Happiness,,58600000.0,Brazil,61000.0,94200.0,Entertainment,MAPPED,instagram,december,2022
531,xuminghao_o,The8 디에잇,Music,,5800000.0,Indonesia,755400.0,951800.0,Music,MAPPED,instagram,december,2022
532,memphisdepay,Memphis Depay,Sports with a ball,,16100000.000000002,France,190000.0,336900.0,Sports,MAPPED,instagram,december,2022
533,iqbaal.e,Iqbaal Ramadhan,Cinema & Actors/actresses,,13800000.0,Indonesia,255800.0,394600.0,Entertainment,MAPPED,instagram,december,2022
534,barbieferreira,barbie ferreira,Music,Cinema & Actors/actresses,6000000.0,United States,502900.0,911600.0,Music,MAPPED,instagram,december,2022
535,21savage,,Music,,14700000.0,United States,208200.0,366100.0,Music,MAPPED,instagram,december,2022
536,nicolasotamendi30,Twitter Oficial: @Notamendi30,Sports with a ball,,6900000.0,Argentina,469900.0,787300.0,Sports,MAPPED,instagram,december,2022
537,winmetawin,Win Metawin O.,Lifestyle,,14100000.0,Philippines,337900.0,382200.0,Lifestyle,MAPPED,instagram,december,2022
538,ileana_official,Ileana D'Cruz,Cinema & Actors/actresses,,15700000.0,India,281000.0,341800.0,Entertainment,MAPPED,instagram,december,2022
539,sav.labrant,Savannah Rose LaBrant,Family,Lifestyle,7200000.0,United States,563100.0,753100.0,Lifestyle,MAPPED,instagram,december,2022
540,kjapa,KJ Apa,Cinema & Actors/actresses,,18200000.0,United States,204700.0,292500.0,Entertainment,MAPPED,instagram,december,2022
541,charles_leclerc,Charles Leclerc,Racing Sports,,9700000.0,Italy,422700.0,561400.0,Sports,MAPPED,instagram,december,2022
542,florencepugh,Florence Pugh,Humor & Fun & Happiness,Cinema & Actors/actresses,8500000.0,United States,413300.0,631700.0,Entertainment,MAPPED,instagram,december,2022
543,vinniehacker,†,Lifestyle,,5800000.0,United States,448300.0,936600.0,Lifestyle,MAPPED,instagram,december,2022
544,mancity,Manchester City,Sports with a ball,,37000000.0,Indonesia,112400.0,143100.0,Sports,MAPPED,instagram,december,2022
545,quackity,quackity,,,4400000.0,United States,1000000.0,1200000.0,,,instagram,december,2022
546,ab,Antonio Brown,Sports with a ball,,12400000.0,United States,208700.0,427600.0,Sports,MAPPED,instagram,december,2022
547,sofiacarson,Sofia Carson,Music,Cinema & Actors/actresses,20400000.0,Brazil,189200.0,256200.0,Music,MAPPED,instagram,december,2022
548,kaka,Kaká,Sports with a ball,,19600000.0,Brazil,160900.0,266600.0,Sports,MAPPED,instagram,december,2022
549,d_a___m_i,KIM DA MI,,,4700000.0,Indonesia,906500.0,1100000.0,,,instagram,december,2022
550,tamannaahspeaks,Tamannaah Bhatia,Music,Cinema & Actors/actresses,19100000.0,India,243200.0,272200.0,Music,MAPPED,instagram,december,2022
551,leaelui,Lea Elui G,Modeling,Lifestyle,11200000.0,India,277100.0,465400.0,Beauty&Fashion,MAPPED,instagram,december,2022
552,bocade09,Boca de 09,Lifestyle,,6800000.0,Brazil,405600.0,766000.0,Lifestyle,MAPPED,instagram,december,2022
553,snejanaonopka15,Snejana Onopka,Modeling,,11400000.0,Russia,386000.0,462100.0,Beauty&Fashion,MAPPED,instagram,december,2022
554,demirose,Demi 🌹,Modeling,Lifestyle,19900000.0,India,199000.0,258899.99999999997,Beauty&Fashion,MAPPED,instagram,december,2022
555,wesleysafadao,Wesley Safadão,Music,,38300000.0,Brazil,82100.0,135200.0,Music,MAPPED,instagram,december,2022
556,sugaringcandy,JUNGWOO,,,3900000.0,South Korea,1200000.0,1300000.0,,,instagram,december,2022
557,7_luhan_m,鹿 Han,Music,,12700000.0,Indonesia,333100.0,404500.0,Music,MAPPED,instagram,december,2022
558,agnezmo,AGNEZ MO,Music,,29900000.0,Indonesia,102400.0,169900.0,Music,MAPPED,instagram,december,2022
559,danielricciardo,Daniel Ricciardo,Racing Sports,,7700000.0,United States,499600.0,662900.0,Sports,MAPPED,instagram,december,2022
560,kun11xd,KUN,Lifestyle,Music,7100000.0,Indonesia,580400.0,724900.0,Lifestyle,MAPPED,instagram,december,2022
561,yugyeom,KYUM,Music,Art/Artists,11800000.0,Indonesia,388400.0,429000.0,Music,MAPPED,instagram,december,2022
562,thehughjackman,Hugh Jackman,Cinema & Actors/actresses,,30700000.0,United States,144500.0,164000.0,Entertainment,MAPPED,instagram,december,2022
563,lilpeep,lil peep,Music,,7700000.0,United States,394200.0,662100.0,Music,MAPPED,instagram,december,2022
564,dylansprouse,Dylan Sprouse,Cinema & Actors/actresses,,9000000.0,United States,357200.0,560800.0,Entertainment,MAPPED,instagram,december,2022
565,anjimaxuofficially,Anjali Arora,Lifestyle,Cinema & Actors/actresses,12200000.0,India,321800.0,410600.0,Lifestyle,MAPPED,instagram,december,2022
566,l7nnon,L7,Lifestyle,Art/Artists,10300000.0,Brazil,205500.0,487600.0,Lifestyle,MAPPED,instagram,december,2022
567,jeonghaniyoo_n,윤정한,Lifestyle,,4099999.9999999995,Iran,979600.0,1200000.0,Lifestyle,MAPPED,instagram,december,2022
568,k.kbeom,김범 kimbum,,,5500000.0,Indonesia,750500.0,916100.0,,,instagram,december,2022
569,lukehemmings,Luke Hemmings,Music,,8100000.0,United States,367600.0,626700.0,Music,MAPPED,instagram,december,2022
570,sthefanematos,STHE ⚓️,Lifestyle,,10400000.0,Brazil,210900.0,484300.0,Lifestyle,MAPPED,instagram,december,2022
571,lizakoshy,Liza Koshy,Cinema & Actors/actresses,,20300000.0,United States,182300.0,242700.0,Entertainment,MAPPED,instagram,december,2022
572,lexibrookerivera,Lexi Rivera,Shows,Humor & Fun & Happiness,8400000.0,United States,488400.0,610700.0,Entertainment,MAPPED,instagram,december,2022
573,ahmedabohashima,Ahmed Abouhashima,Business & Careers,Finance & Economics,19100000.0,Egypt,191500.0,258399.99999999997,Knowledge&Info,MAPPED,instagram,december,2022
574,nickyjam,NICKY JAM,Music,,43900000.0,Spain,81800.0,113300.0,Music,MAPPED,instagram,december,2022
575,srinidhi_shetty,Srinidhi Shetty 🌸,Beauty,Cinema & Actors/actresses,4800000.0,India,774300.0,1000000.0,Beauty&Fashion,MAPPED,instagram,december,2022
576,hztttao,Z.TAO🔴黄子韬,Music,,11200000.0,Indonesia,394700.0,439200.0,Music,MAPPED,instagram,december,2022
577,barackobama,Barack Obama,Finance & Economics,Business & Careers,35500000.0,United States,117500.0,138700.0,Knowledge&Info,MAPPED,instagram,december,2022
578,amandacerny,Amanda 𝕮𝖊𝖗𝖓𝖞,Humor & Fun & Happiness,,23500000.0,India,129600.0,207800.0,Entertainment,MAPPED,instagram,december,2022
579,roberto_firmino,R O B E R T O F I R M I N O,Sports with a ball,,14000000.0,Brazil,235000.0,349200.0,Sports,MAPPED,instagram,december,2022
580,loud_victor,Victor Augusto,Lifestyle,Sports with a ball,10900000.0,Brazil,353200.0,450200.0,Lifestyle,MAPPED,instagram,december,2022
581,gururandhawa,Guru Randhawa,Music,,33500000.0,India,119400.0,146700.0,Music,MAPPED,instagram,december,2022
582,nianaguerrero,Niana,Music,Kids & Toys,14300000.0,Indonesia,274000.0,339400.0,Music,MAPPED,instagram,december,2022
583,alexadellanos,Alexa Dellanos,Lifestyle,,10200000.0,United States,303100.0,473900.0,Lifestyle,MAPPED,instagram,december,2022
584,machinegunkelly,Mr. Pink,Music,,9500000.0,United States,321400.0,516700.00000000006,Music,MAPPED,instagram,december,2022
585,belindapop,Beli,Music,,15800000.0,Mexico,213700.0,306800.0,Music,MAPPED,instagram,december,2022
586,smriti_mandhana,Smriti Mandhana,Sports with a ball,,6900000.0,India,610900.0,707600.0,Sports,MAPPED,instagram,december,2022
587,yasminabdelaziz_,Yasmin Abdelaziz,Cinema & Actors/actresses,,16300000.0,Egypt,250600.0,295800.0,Entertainment,MAPPED,instagram,december,2022
588,matue,,Lifestyle,Sports with a ball,8700000.0,Brazil,306200.0,562200.0,Lifestyle,MAPPED,instagram,december,2022
589,paulwalker,Paul Walker,Cinema & Actors/actresses,,15600000.0,India,223700.0,306400.0,Entertainment,MAPPED,instagram,december,2022
590,arishfakhan138,Sayyed Arishfa Khan 💎,Cinema & Actors/actresses,,29200000.0,India,135700.0,164400.0,Entertainment,MAPPED,instagram,december,2022
591,alfinetei,Alfinetadas Dos Famosos 📌,Humor & Fun & Happiness,,22300000.0,Brazil,97000.0,217900.0,Entertainment,MAPPED,instagram,december,2022
592,mauroicardi,𝕄𝔸𝕌ℝ𝕆 𝕀ℂ𝔸ℝ𝔻𝕀,Sports with a ball,,8800000.0,Italy,341900.0,550600.0,Sports,MAPPED,instagram,december,2022
593,yailinlamasviralreal,Yailin la Mas Viral ♋️🧿,Lifestyle,,6300000.0,United States,547800.0,782800.0,Lifestyle,MAPPED,instagram,december,2022
594,jin_bighitentertainment,JIN (김석진) Updates,,,7800000.0,Indonesia,541700.0,615600.0,,,instagram,december,2022
595,maneskinofficial,Måneskin,Modeling,Music,6400000.0,Italy,533600.0,752600.0,Beauty&Fashion,MAPPED,instagram,december,2022
596,elrodrigocontreras,ROD🥴,Lifestyle,,12600000.0,Mexico,341400.0,375800.0,Lifestyle,MAPPED,instagram,december,2022
597,fcbayern,FC Bayern,Sports with a ball,,35500000.0,Germany,82500.0,133300.0,Sports,MAPPED,instagram,december,2022
598,nct127,NCT 127 Official Instagram,Music,,14900000.0,Indonesia,257300.0,316900.0,Music,MAPPED,instagram,december,2022
599,nikolasferreiradm,Nikolas Ferreira 🇧🇷,Lifestyle,Politics,6100000.0,Brazil,392900.0,803400.0,Lifestyle,MAPPED,instagram,december,2022
600,chelseafc,Chelsea FC,Sports with a ball,,36800000.0,Indonesia,84700.0,127300.0,Sports,MAPPED,instagram,december,2022
601,jojotodynho,JoJo,Music,,24600000.0,Brazil,118600.0,192000.0,Music,MAPPED,instagram,december,2022
602,valentinazenere,Valentina Zenere,Modeling,Lifestyle,10700000.0,Brazil,358500.0,436500.0,Beauty&Fashion,MAPPED,instagram,december,2022
603,jokowi,Joko Widodo,Finance & Economics,,49400000.0,Indonesia,76000.0,95200.0,Knowledge&Info,MAPPED,instagram,december,2022
604,annakendrick47,Anna Kendrick,Cinema & Actors/actresses,,22900000.0,United States,156900.0,205400.0,Entertainment,MAPPED,instagram,december,2022
605,alishalehmann7,Alisha Lehmann,Sports with a ball,,10200000.0,Brazil,241000.0,453200.0,Sports,MAPPED,instagram,december,2022
606,missasinfonia,MissaSinfonia,Cinema & Actors/actresses,,6300000.0,Mexico,668100.0,748300.0,Entertainment,MAPPED,instagram,december,2022
