handle_instagram,name_instagram,category_1,category_2,followers,audience_country,engagement_auth,engagement_avg
natashawilona12,Natasha Wilona,Beauty,,38700000,Indonesia,110700,132400.0
natgeo,National Geographic,Nature & landscapes,Science,229500000,United States,72300,102600.0
nattinatasha,NATTI NATASHA,Music,Cinema & Actors/actresses,35900000,Mexico,162200,196100.0
navidmohammadzadeh,navid mohammadzadeh,Cinema & Actors/actresses,,8700000,Iran,481700,680700.0
nazormaya,Maya Nazor,Lifestyle,Photography,3300000,Mexico,462000,684000.0
nazormaya,Maya Nazor,Lifestyle,Photography,3300000,Mexico,462000,684000.0
nazriyafahadh,Nazriya Nazim Fahadh,Lifestyle,,6000000,India,610400,817700.0
nba,NBA,Sports with a ball,,68500000,United States,25400,38600.0
ncentineo,Noah,Cinema & Actors/actresses,,16800000,Brazil,74900,124900.0
nct,NCT Official Instagram,Music,,14300000,Indonesia,748000,981800.0
nct_dream,NCT DREAM OFFICIAL,,,10100000,Indonesia,760000,849000.0
nct127,NCT 127 Official Instagram,Music,,14100000,Indonesia,522600,645200.0
nehakakkar,Neha Kakkar (Mrs. Singh),Music,,70300000,India,380700,444600.0
nehasharmaofficial,Neha Sharma 💫,Cinema & Actors/actresses,,14600000,India,189400,216900.0
nessabarrett,ness,,,7000000,United States,397700,539500.0
netflix,Netflix US,Cinema & Actors/actresses,Shows,30400000,Brazil,65000,105600.0
netflixbrasil,Netflix Brasil,Shows,Cinema & Actors/actresses,31500000,Brazil,206900,354300.0
netflixlat,Netflix Latinoamérica,Shows,Cinema & Actors/actresses,23400000,Argentina,76100,119500.0
neymarjr,NJ 🇧🇷,Sports with a ball,,175800000,Brazil,1400000,1900000.0
niallhoran,Niall Horan,Music,,30100000,United States,1200000,1800000.0
nianaguerrero,Niana,Music,Kids & Toys,14200000,Indonesia,408100,512700.0
nicki.nicole,,Music,,12000000,Argentina,390700,571400.0
nickiminaj,Barbie,Music,,195200000,United States,896100,1400000.0
nickjonas,Nick Jonas,Music,Art/Artists,32800000,United States,164200,234900.0
nickyjam,NICKY JAM,Music,,43300000,Colombia,54600,66700.0
nicolebahls,Nicole Bahls,Modeling,,17600000,Brazil,77700,138500.0
nicolegarcia,NICOLE,Lifestyle,,5600000,Mexico,327900,428800.0
nidhhiagerwal,Nidhhi Agerwal 🌟,Lifestyle,Modeling,24200000,India,101300,120500.0
nike,Nike,Fitness & Gym,Shopping & Retail,225600000,United States,87400,120500.0
nikefootball,Nike Football (Soccer),Sports with a ball,Clothing & Outfits,45100000,Brazil,108200,165500.0
nikitadragun,Nikita,Beauty,Modeling,9000000,United States,252700,386200.0
nina,Nina Dobrev,Cinema & Actors/actresses,,25700000,Brazil,496900,711500.0
nita_shilimkar,Nita Shilimkar,Fashion,Modeling,11300000,India,277400,366500.0
noahbeck,Noah Beck,Sports with a ball,,9100000,United States,188200,310500.0
noahschnapp,Noah Schnapp,Cinema & Actors/actresses,,22800000,Brazil,2100000,2700000.0
nobru,Bruno Goes 🎭,,,13500000,Brazil,0,245800.0
nobru,Bruno Goes 🎭,Machinery & Technologies,Computers & Gadgets,13500000,Brazil,0,245800.0
nodal,Christian Nodal 🇲🇽 🌵💚,Music,,9300000,Mexico,236400,347200.0
nolimitherbo,G HERBO,Music,Art/Artists,7700000,United States,128200,307100.0
noorstars,نور ستارز | Noor Stars,Shows,,13000000,Iraq,155100,208200.0
norafatehi,Nora Fatehi,Cinema & Actors/actresses,Music,40900000,India,489700,601500.0
normani,Normani,Lifestyle,,7200000,United States,268900,420400.0
nusr_et,Nusr_et#Saltbae,Food & Cooking,,46600000,Turkey,79400,116100.0
o.dembele7,Ousmane Dembélé,Sports with a ball,,10900000,Spain,502600,861100.0
obj,Odell Beckham Jr,Sports with a ball,,16200000,United States,248900,473500.0
offsetyrn,OFFSET,Music,,19900000,United States,249200,446100.0
oliviarodrigo,Olivia Rodrigo,Music,Cinema & Actors/actresses,26700000,India,2200000,2800000.0
onwardwanna,"Javon ""Wanna"" Walton",Lifestyle,Cinema & Actors/actresses,5400000,United States,353500,589800.0
onyourm__ark,Mark,Lifestyle,,8900000,Indonesia,1400000,1800000.0
oohsehun,SEHUN,Music,,23200000,Indonesia,1800000,2200000.0
oprah,Oprah,Art/Artists,Cinema & Actors/actresses,21300000,United States,85500,100000.0
otabek_muhammadalievich,Otabek Umarov,,,19400000,Russia,136200,184100.0
ozuna,@ozutochi 🔜,Music,,22400000,Spain,239000,323600.0
pablogavi,GAVI,,,4700000,,1000000,
pandorakaaki,𝐏𝐚𝐧𝐝𝐨𝐫𝐚 𝐊𝐚𝐚𝐤𝐢,Adult content,,7300000,United States,221100,304500.0
pandorakaaki,𝐏𝐚𝐧𝐝𝐨𝐫𝐚 𝐊𝐚𝐚𝐤𝐢,Adult content,,7300000,United States,221100,304500.0
parineetichopra,Parineeti Chopra,Cinema & Actors/actresses,,36800000,India,194700,224200.0
paulodybala,Paulo Dybala,Sports with a ball,,47500000,Argentina,763500,1200000.0
paulolondra,Paulo londra,Music,,13800000,Argentina,1200000,1900000.0
paulpogba,Paul Labile Pogba,Sports with a ball,,54400000,Brazil,125600,224200.0
paulwalker,Paul Walker,Cinema & Actors/actresses,,14900000,India,198900,273200.0
paulwesley,Paul Wesley,Cinema & Actors/actresses,,12300000,Brazil,330000,493200.0
pefabiodemelo,Padre Fábio de Melo,Lifestyle,,25700000,Brazil,87600,132300.0
perrieedwards,Perrie Edwards 🖤,Modeling,,15400000,Brazil,456900,713700.0
perspolis,P e r s e p o l i s,Sports with a ball,,8100000,Iran,267700,381700.0
pewdiepie,PewDiePie,Computers & Gadgets,,21900000,United States,1200000,1400000.0
peytonlist,Peyton List,Cinema & Actors/actresses,,20100000,United States,279900,421100.0
pharrell,𝐒𝐎𝐍 𝐎𝐅 𝐀 𝐏𝐇𝐀𝐑𝐀𝐎𝐇,Music,,13900000,United States,107900,154500.0
phil.coutinho,Philippe Coutinho,Sports with a ball,,24800000,Brazil,184900,299100.0
philfoden,Phil Foden,Sports with a ball,,4900000,United Kingdom,325200,569800.0
phoebejtonkin,Phoebe Tonkin,Beauty,Cinema & Actors/actresses,8400000,United States,281200,401700.0
playstation,PlayStation,Computers & Gadgets,Machinery & Technologies,28900000,United States,64000,77300.0
playstation,PlayStation,Computers & Gadgets,Machinery & Technologies,28900000,United States,64000,77300.0
pledis_boos,승관 SEUNGKWAN,Music,,4000000,Indonesia,503200,610300.0
pocah,POCAH,Music,,15700000,Brazil,108200,257400.0
pokimanelol,pokimane ❤,Lifestyle,Shows,6100000,United States,429800,566400.0
polo.capalot,Polo.G🐐,Music,Lifestyle,10500000,United States,337500,555800.0
pooorblack,Pooorblack,,,4500000,Iran,497700,643500.0
porsche,Porsche,Cars & Motorbikes,,26600000,United States,64700,81500.0
porsche,Porsche,Cars & Motorbikes,,26600000,United States,64700,81500.0
postmalone,,Music,,22400000,United States,266700,407900.0
pozevidalouca,Poze Do Rodo 🤑,Lifestyle,Photography,6600000,Brazil,235200,590700.0
prattprattpratt,Chris Pratt,Cinema & Actors/actresses,,37000000,United States,278200,364000.0
premierleague,Premier League,Sports with a ball,,57700000,United Kingdom,55600,79700.0
prillylatuconsina96,Prilly Latuconsina,Cinema & Actors/actresses,Music,48200000,Indonesia,58300,84000.0
priyankaamohanofficial,Priyanka Mohan,Lifestyle,Cinema & Actors/actresses,3100000,India,655600,752400.0
priyankachopra,Priyanka,Cinema & Actors/actresses,,79800000,India,796800,968500.0
psg,Paris Saint-Germain,Sports with a ball,,60900000,Brazil,127900,214600.0
pubity,Pubity,Humor & Fun & Happiness,,31800000,United States,192200,281700.0
quavohuncho,QuavoHuncho,Music,,21300000,United States,118500,195600.0
raashiikhanna,Raashii Khanna,Cinema & Actors/actresses,Music,8400000,India,229300,273700.0
rachel_mypark,박민영 Minyoung Park,Cinema & Actors/actresses,,10100000,Indonesia,572300,713100.0
rafaelnadal,Rafa Nadal,Sports with a ball,,15400000,Spain,202100,253200.0
rafaeluccman,Rafael Uccman,Lifestyle,Modeling,9000000,Brazil,135600,281600.0
rahulkl,KL Rahul👑,,,12300000,India,366100,427100.0
raisa6690,,Music,,31900000,Indonesia,45100,69000.0
raisa6690,,Music,,31900000,Indonesia,45100,69000.0
rakulpreet,Rakul Singh,Cinema & Actors/actresses,Modeling,21900000,India,164500,192900.0
ranveersingh,Ranveer Singh,Cinema & Actors/actresses,Modeling,39900000,India,138300,178200.0
raphaelvarane,Raphael Varane,Sports with a ball,,18900000,Spain,323300,485600.0
rashmika_mandanna,Rashmika Mandanna,Beauty,Art/Artists,32100000,India,1500000,1700000.0
rauwalejandro,RAULEETO,Music,,14900000,Spain,828800,1200000.0
real__pcy,EXO_CY,Music,,23900000,Indonesia,2300000,2800000.0
realbarbarapalvin,Barbara Palvin,Modeling,Fashion,17900000,Russia,411600,555400.0
realcoleworld,Cole,Music,Art/Artists,7700000,United States,198700,377500.0
realhinakhan,HK,Cinema & Actors/actresses,,17100000,India,150800,185500.0
realmadrid,Real Madrid C.F.,Sports with a ball,,121000000,Spain,348800,478700.0
realstraykids,Stray Kids,Music,,21600000,Indonesia,1400000,1700000.0
rebelwilson,Rebel Wilson,Cinema & Actors/actresses,,11300000,United States,162700,188200.0
redvelvet.smtown,Red Velvet Official,Music,Beauty,11800000,Indonesia,203500,246800.0
reesewitherspoon,Reese Witherspoon,Cinema & Actors/actresses,,28100000,United States,89400,107900.0
regejean,Regé-Jean Page,,,6300000,Brazil,357400,566200.0
renebaebae,IRENE,Lifestyle,Modeling,10600000,Indonesia,1500000,1800000.0
rezagolzar,Mohammad Reza Golzar,Cinema & Actors/actresses,,12200000,Iran,169700,250300.0
riaricis1795,RICIS,Lifestyle,,31200000,Indonesia,607300,742100.0
ridwankamil,Ridwan Kamil,Literature & Journalism,Business & Careers,18200000,Indonesia,347200,531000.0
riyadmahrez26.7,RM26,Sports with a ball,,9000000,Algeria,321300,414200.0
riyaz.14,Riyaz Aly,Lifestyle,Art/Artists,27100000,India,284300,371500.0
rizkybillar,Muhammad Rizky Billar,Shows,Beauty,12800000,Indonesia,428300,551500.0
robertdowneyjr,Robert Downey Jr. Official,Cinema & Actors/actresses,,53200000,India,1700000,2100000.0
roberto_firmino,ROBERTO FIRMINO,Sports with a ball,,13600000,Brazil,173200,257300.0
roddyricch,,Lifestyle,,6900000,United States,220800,423600.0
rodridepaul,Rodrigo De Paul,Sports with a ball,,4700000,Argentina,346800,628800.0
rodwave,RodWave,Lifestyle,,5300000,United States,201700,501600.0
rogerfederer,Roger Federer,Sports with a ball,,9500000,Spain,253000,327100.0
rohitsharma45,Rohit Sharma,Sports with a ball,Lifestyle,24300000,India,805400,908100.0
romanreigns,Joe Anoai aka “Roman Reigns”,,,6400000,India,481700,626200.0
ronaldinho,Ronaldo de Assis Moreira,Sports with a ball,,67100000,Brazil,112100,196000.0
rosalia.vt,LA ROSALÍA,Music,,20800000,Spain,1100000,1500000.0
roses_are_rosie,ROSÉ,Music,,60500000,Indonesia,4000000,4600000.0
ross_lynch,Ross Shor Lynch,Music,Cinema & Actors/actresses,10100000,United States,409400,818000.0
rubyrose,Ruby Rose,Modeling,,19600000,United States,90700,120300.0
rudeth,Rudy Pankow,Humor & Fun & Happiness,,6500000,United States,1000000,1600000.0
sabinahidalgo,Sabina Hidalgo,Lifestyle,Music,4700000,Brazil,409500,491500.0
sabinahidalgo,Sabina Hidalgo,Lifestyle,Music,4700000,Brazil,409500,491500.0
sabrinacarpenter,Sabrina Carpenter,Music,,27400000,Brazil,839200,1000000.0
sachintendulkar,Sachin Tendulkar,Sports with a ball,Lifestyle,34900000,India,204100,243000.0
sadiesink_,Sadie Sink,Modeling,Lifestyle,19000000,Brazil,1400000,2000000.0
sadiomaneofficiel,Sadio Mane,Sports with a ball,,11500000,United Kingdom,331600,473400.0
sadiomaneofficiel,Sadio Mane,Sports with a ball,,11300000,United Kingdom,319200,455800.0
sagar_pop02,Sagar Pop,Lifestyle,,7500000,India,241800,380800.0
saipallavi.senthamarai,Sai Pallavi,,,5800000,India,569000,653000.0
salmahayek,Salma Hayek Pinault,Cinema & Actors/actresses,,21500000,United States,122000,151600.0
salshabillaadr,Salshabilla adriani,Music,Cinema & Actors/actresses,14100000,Indonesia,127100,202700.0
samantharuthprabhuoffl,Samantha,Beauty,Modeling,24100000,India,1200000,1400000.0
samoylovaoxana,Samoylova Oxana,Family,Lifestyle,15200000,Russia,679400,923300.0
sanchooo10,Jadon Sancho,Sports with a ball,,8600000,United Kingdom,361900,633000.0
sandrinna_11,Drinna,Lifestyle,,10700000,Indonesia,191300,244700.0
saraalikhan95,Sara Ali Khan,Cinema & Actors/actresses,,40500000,India,774400,945600.0
sarahkhanofficial,Mrs.Falak,Lifestyle,,9300000,Pakistan,287500,324500.0
sarwendah29,Sarwendah29,Music,Lifestyle,31900000,Indonesia,67200,79600.0
sav.labrant,Savannah Rose LaBrant,Family,Lifestyle,7100000,United States,541900,724900.0
saweetie,,Cinema & Actors/actresses,,13200000,United States,216300,501900.0
saythename_17,SEVENTEEN,Music,,9500000,Indonesia,694400,782300.0
schwarzenegger,Arnold Schwarzenegger,Cinema & Actors/actresses,Fitness & Gym,22500000,United States,99900,117900.0
selenagomez,Selena Gomez,Music,Lifestyle,330600000,United States,1200000,1600000.0
serenayss,Serenay Sarıkaya,Cinema & Actors/actresses,Modeling,9400000,Turkey,198700,254600.0
sergioramos,Sergio Ramos,Sports with a ball,,51900000,Spain,321900,494700.0
serna_amini,Serna Amini,,,8900000,Iran,1300000,1800000.0
shahidkapoor,Shahid Kapoor,Cinema & Actors/actresses,,35200000,India,644700,730700.0
shawnmendes,Shawn Mendes,Music,,69100000,Brazil,741000,1100000.0
shaymitchell,Shay Mitchell,Beauty,Family,33600000,United States,240100,337200.0
shehnaazgill,Shehnaaz Gill,Cinema & Actors/actresses,Music,11600000,India,643800,806500.0
shivangijoshi18,शिवांगी जोशी,Lifestyle,,6900000,India,418300,503900.0
shraddhakapoor,Shraddha ✶,Cinema & Actors/actresses,,73200000,India,341800,393700.0
shreyaghoshal,shreyaghoshal,Music,,24300000,India,98200,110300.0
sidhu_moosewala,Sidhu Moosewala (ਮੂਸੇ ਆਲਾ),,,10600000,India,1500000,1900000.0
sidhu_moosewala,Sidhu Moosewala (ਮੂਸੇ ਆਲਾ),,,10600000,India,1400000,1700000.0
sidmalhotra,Sidharth Malhotra,Cinema & Actors/actresses,Modeling,19700000,India,432700,538100.0
simoneesimaria,Simone e Simaria,Music,,22700000,Brazil,97600,137500.0
simoneses,Simone Mendes,Music,,34700000,Brazil,176700,223700.0
simoneses,Simone Mendes,Music,,34700000,Brazil,140900,177100.0
simonettalein,Simonetta Lein,Shows,Fashion,11400000,India,212300,292200.0
sinavaliollah,Sina Valiollah,Shows,,7200000,Iran,300600,379200.0
sincerooficial,Sincero Oficial,Humor & Fun & Happiness,,21500000,Brazil,77900,149900.0
sivakarthikeyan,Sivakarthikeyan Doss,,,5000000,India,448800,528700.0
skaijackson,S K A I,Lifestyle,Beauty,8000000,United States,209200,369800.0
skuukzky,숮이  💄💅👡👠🎀👙🌂👗🌂🎀💋💌,Clothing & Outfits,Music,17800000,Indonesia,608000,750400.0
smriti_mandhana,Smriti Mandhana,Sports with a ball,,6100000,India,379200,439600.0
snoopdogg,snoopdogg,Lifestyle,Music,74400000,United States,31600,42800.0
sofia9__official,SOFIA,Lifestyle,Modeling,9100000,India,179000,249300.0
sofia9__official,SOFIA,Lifestyle,Modeling,9100000,India,179000,249300.0
sofiaalcastro,♡sofia castro,Shows,Cinema & Actors/actresses,8700000,Colombia,425800,580300.0
sofiacarson,Sofia Carson,Music,Cinema & Actors/actresses,16700000,Brazil,114500,155400.0
sommerray,Sommer Ray,Modeling,,26600000,United States,176400,278100.0
somsomi0309,ENNIK,Music,,14900000,Indonesia,818000,1000000.0
sonamkapoor,Sonam Kapoor Ahuja,Fashion,Modeling,32900000,India,178300,210800.0
songkang_b,송강,,,14400000,Mexico,2200000,3100000.0
soohyun_k216,김수현 Kim Soo Hyun 金秀賢,,,13700000,Indonesia,742800,904900.0
sooyaaa__,JISOO🤍,Music,Beauty,61600000,Indonesia,4800000,5500000.0
sooyoungchoi,Sooyoung Choi,Beauty,Lifestyle,7100000,Indonesia,280700,338900.0
sophiedee,Sophie Dee,Adult content,,12200000,United States,164900,219600.0
soueunavida,Sou Eu Na Vida,Humor & Fun & Happiness,,18100000,Brazil,148200,281500.0
sound_of_coups,COUPS,,,3800000,Indonesia,905000,1200000.0
soycintiacossio,Cintia Cossio,,,5600000,Colombia,417300,521000.0
soydannyalfaro,Danny Alfaro,Beauty,,8100000,Mexico,336800,385400.0
soyneiva,Neiva Mara,Adult content,,11900000,Brazil,187700,252500.0
spacex,SpaceX,Science,Machinery & Technologies,14900000,United States,139800,170300.0
sportscenter,SportsCenter,Sports with a ball,Shows,31100000,United States,113000,204000.0
srinidhi_shetty,Srinidhi Shetty 🌸,,,4100000,India,995900,1300000.0
ssinz7,박신혜/Shin Hye Park,Music,Cinema & Actors/actresses,13700000,Indonesia,652000,800600.0
staryuukiii,Star Yuuki,Lifestyle,,6700000,Mexico,329800,397000.0
staskaranikolaou,Anastasia Karanikolaou,Lifestyle,,11000000,United States,1900000,2800000.0
stephencurry30,Wardell Curry,Sports with a ball,Family,44100000,United States,442800,591300.0
sthefanematos,STHE ⚓️,Lifestyle,,9900000,Brazil,153200,352900.0
strangerthingstv,Stranger Things Netflix,Cinema & Actors/actresses,Shows,18700000,Brazil,1200000,1500000.0
streetartglobe,StreetArtGlobe ™ 😱,Art/Artists,,17100000,United States,131200,178200.0
subo_m,Subhan Mamedov,Shows,,9700000,Russia,214200,262200.0
suga_bighitentertainment,SUGA (민윤기) Updates,Lifestyle,,7600000,Indonesia,557600,628900.0
sugaringcandy,Jungwoo Kim,,,2500000,,1400000,
sunnyleone,Sunny Leone,Beauty,Cinema & Actors/actresses,53000000,India,137600,188900.0
supercarblondie,Alex - that girl with the Cars,Cars & Motorbikes,,10300000,India,156700,248600.0
superstar_dewasi99,SUPERSTARDEWASI 99,,,12300000,India,253400,400100.0
supremo_dp,Daniel Ford,Music,,4900000,Philippines,374000,460900.0
sureshraina3,Suresh Raina,Modeling,,20300000,India,106500,119800.0
sushitrash,JOJI,Music,,6100000,United States,489600,598300.0
sydney_sweeney,Sydney Sweeney,Lifestyle,Cinema & Actors/actresses,13500000,United States,1100000,2100000.0
sza,SZA,Music,,12200000,United States,811300,1400000.0
t22felton,Tom Felton,Music,Cinema & Actors/actresses,12000000,United States,177600,230400.0
taehyung.bighitentertainment,TAEHYUNG (김태형) Updates,Management & Marketing,Music,10000000,Indonesia,985400,1000000.0
taeoxo_nct,TAEYONG 태용,Lifestyle,,9300000,Indonesia,1200000,1500000.0
taeyeon_ss,TaeYeon,Music,,18600000,South Korea,653900,795500.0
taina,Tainá Costa,Music,,15900000,Brazil,290900,607500.0
tamannaahspeaks,Tamannaah Bhatia,Music,Cinema & Actors/actresses,17100000,India,207200,242600.0
tamerhosny,Tamer Hosny,Music,Cinema & Actors/actresses,22600000,Egypt,87600,106900.0
tarasutaria,TARA💫,Cinema & Actors/actresses,,7700000,India,247200,310900.0
tatawerneck,Tata Werneck,Cinema & Actors/actresses,Family,53400000,Brazil,55200,85600.0
taylor_hill,Taylor Hill,Art/Artists,Fashion,19900000,United States,126900,189400.0
taylorswift,Taylor Swift,Music,,216100000,Brazil,2400000,3200000.0
teddysphotos,Ed Sheeran,Music,,39200000,United States,130000,177400.0
tejasswiprakash,Tejasswi Prakash,Beauty,,6000000,India,321400,397700.0
tenlee_1001,TEN_+•10,Music,,9800000,Indonesia,883100,1100000.0
teyanataylor,Jimmy Neutch- Shumpert,Music,,15100000,United States,112800,192200.0
theamitbhadana,Amit Bhadana ( अमित भड़ाना ),Shows,,8400000,India,284500,350800.0
thebursin,Kerem Bürsin,Cinema & Actors/actresses,,10700000,Russia,625600,816300.0
theellenshow,Ellen DeGeneres,Shows,Cinema & Actors/actresses,122600000,United States,30700,41600.0
theestallion,Megan Thee Stallion,Music,,29100000,United States,511500,891700.0
thegirljt,JT😸,Music,,5500000,United States,155800,427100.0
thegoodquote,Positive & Motivational Quotes,Humor & Fun & Happiness,,24600000,United States,81400,116900.0
thehughjackman,,Cinema & Actors/actresses,,30500000,United States,167200,190500.0
thenameisyash,Yash,Cinema & Actors/actresses,,10800000,India,1200000,1500000.0
thenewclassic,Iggy Azalea,Music,,16400000,United States,232300,375600.0
therealcalebmclaughlin,Caleb McLaughlin,Cinema & Actors/actresses,Lifestyle,12800000,United States,472400,693400.0
therealjosephmorgan,Joseph Morgan,Cinema & Actors/actresses,Lifestyle,8000000,Brazil,218500,274100.0
therock,therock,Cinema & Actors/actresses,Fitness & Gym,324200000,India,542300,711900.0
theslumpgod,Stokeley,Music,,5400000,United States,428300,745100.0
theweeknd,The Weeknd,Music,,39900000,United States,728400,989300.0
thiago6,Thiago Alcantara,Sports with a ball,,9500000,United Kingdom,234300,401900.0
thiagosilva,Thiago Silva,Sports with a ball,,19500000,Brazil,67200,113300.0
thiagosilva,Thiago Silva,Sports with a ball,,19500000,Brazil,67200,113300.0
thv,V,Lifestyle,,44800000,United States,13200000,13200000.0
tiagopzk,GOTTI A,Music,,5000000,Argentina,274300,626500.0
tiffanyyoungofficial,tiffany young,Modeling,Fashion,12200000,Indonesia,258000,322900.0
tigerjackieshroff,Tiger Shroff,Cinema & Actors/actresses,,35300000,India,261600,318100.0
tinistoessel,LaTripleT,Music,,18100000,Argentina,684500,915600.0
todayis_wendy,Wendy,,,6800000,Indonesia,889700,1100000.0
tohi,𝐓𝐎𝐇𝐈,Lifestyle,,12000000,Iran,148200,216900.0
tombrady,Tom Brady,Sports with a ball,,12400000,United States,188100,346900.0
tomhardy,Tom Hardy,Lifestyle,Cinema & Actors/actresses,8700000,Iran,251900,312500.0
tomholland2013,Tom Holland,Cinema & Actors/actresses,,67400000,United States,5200000,6400000.0
tommyinnit,TommyInnit,Lifestyle,,3400000,France,605900,683900.0
toni.kr8s,Toni Kroos,Sports with a ball,,34100000,Germany,417100,565000.0
tontawan,ตู / t u 🌻(•ө•)ෆ⃛,Lifestyle,,3700000,Thailand,569900,749400.0
travisbarker,travisbarker,Lifestyle,,7500000,United States,503400,712400.0
travisscott,flame,Music,,45700000,United States,1800000,2600000.0
trentarnold66,Trent Alexander-Arnold,Lifestyle,Sports with a ball,7500000,United Kingdom,429800,630000.0
trippieredd,555,Music,,13000000,United States,450900,883500.0
trueno,TR1 ⛈,Music,,6800000,Argentina,227300,354100.0
twicetagram,TWICE,Music,Modeling,25900000,Indonesia,1200000,1500000.0
tyga,T-Raww,Music,,35000000,United States,600000,895800.0
uarmyhope,jhope,Art/Artists,Cinema & Actors/actresses,36600000,South Korea,9400000,9400000.0
urstrulymahesh,Mahesh Babu,Cinema & Actors/actresses,,8600000,India,358600,395100.0
ursulolita,Úrsula Corberó ✨,Cinema & Actors/actresses,Modeling,24100000,Brazil,1100000,1600000.0
urvashirautela,Urvashi Rautela,Cinema & Actors/actresses,,52700000,India,107700,128900.0
valentinazenere,Valentina Zenere,Modeling,Lifestyle,9900000,Brazil,226400,275500.0
valeyellow46,Valentino Rossi,Racing Sports,,13800000,Indonesia,136400,178100.0
vancityreynolds,Ryan Reynolds,Cinema & Actors/actresses,,44300000,United States,309300,400600.0
vanessahudgens,🔮Vanessa Hudgens🔮,Cinema & Actors/actresses,,46100000,United States,53400,86000.0
vanessalopesr_,Vanessa Lopes,Lifestyle,,11700000,Brazil,76100,248500.0
vanessamorgan,Vanessa Morgan,Music,Cinema & Actors/actresses,9500000,United States,319000,454100.0
varundvn,VarunDhawan,Cinema & Actors/actresses,,42900000,India,257600,312900.0
veradijkmans,Vera Dijkmans,Adult content,,5400000,United States,400700,563300.0
vernonline,Vernon 버논,,,4000000,,713100,
vicdeangelis,Victoria De Angelis/ Måneskin,,,3700000,Italy,420600,623900.0
vickykaushal09,Vicky Kaushal,Cinema & Actors/actresses,,14000000,India,909800,1100000.0
victoriajustice,Victoria Justice,Music,Cinema & Actors/actresses,22500000,United States,142300,194700.0
viking.barbie,Viking Barbie⚔,Adult content,,11600000,United States,164600,251400.0
vikkialchester,Vikki Al Chester 🎶,Music,,10300000,Russia,266600,324700.0
vindiesel,Vin Diesel,Cinema & Actors/actresses,,81300000,Brazil,314800,408700.0
vinijr,Vinicius Jr. ⚡️🇧🇷,Sports with a ball,,20700000,Brazil,931000,1600000.0
vinniehacker,†,Lifestyle,,5800000,United States,615100,1300000.0
virat.kohli,Virat Kohli,Sports with a ball,,203700000,India,2000000,2300000.0
virgilvandijk,Virgil van Dijk,Sports with a ball,,12200000,United Kingdom,281600,399700.0
virginia,Virginia Fonseca Costa,Shows,Lifestyle,38100000,Brazil,465700,727200.0
vivi,Vivi Wanderley,Beauty,Lifestyle,13500000,Brazil,176400,290200.0
vousmevoyez,KRYSTAL,Music,Cinema & Actors/actresses,10300000,Indonesia,369500,479600.0
wanda_nara,Wanda nara,Lifestyle,,12800000,Argentina,189800,268500.0
warriors,Golden State Warriors,Lifestyle,Sports with a ball,24500000,United States,127400,177300.0
waynerooney,Wayne Rooney,Sports with a ball,Lifestyle,15600000,United Kingdom,93100,133900.0
wdohwan,우도환,Cinema & Actors/actresses,,4500000,Indonesia,471400,624900.0
weareone.exo,EXO Official,Music,,10000000,Indonesia,609200,765000.0
whinderssonnunes,Whindersson Nunes,Humor & Fun & Happiness,,58500000,Brazil,186900,288400.0
wi__wi__wi,위하준 Wi Ha Jun,,,10100000,South Korea,680800,818700.0
wilbursoot,Wilbur Soot,Music,,3100000,United States,539100,691200.0
willevy,William  Levy / Actor Producer,Shows,Cinema & Actors/actresses,10600000,Brazil,218500,294100.0
willyrex,Willyrex,Shows,,8700000,Spain,366800,435100.0
winmetawin,Win Metawin O.,Lifestyle,,13700000,Philippines,863300,975500.0
wizkhalifa,Wiz Khalifa,Music,Art/Artists,38300000,India,55000,75600.0
wizkidayo,BIG WIZ🦅,Music,,14800000,Nigeria,186300,362700.0
wolfiecindy,Cindy Kimberly,Modeling,Lifestyle,7000000,United States,240600,399700.0
woozi_universefactory,WOOZI,,,3500000,Indonesia,510900,624700.0
wos.ds3,Valentín Oliva,Music,,6600000,Argentina,335000,512400.0
wow_kimsohyun,김소현,Music,Cinema & Actors/actresses,12300000,Indonesia,735400,845200.0
wwiinn_7,WINWIN,,,7300000,Indonesia,1200000,1400000.0
xavi,Xavi Hernández,Sports with a ball,,8900000,Spain,428100,642400.0
xbox,Xbox,Computers & Gadgets,Machinery & Technologies,12800000,United States,138600,170300.0
xeesoxee,한소희,Lifestyle,,9300000,Indonesia,1100000,1400000.0
xsqueezie,,Music,Lifestyle,7900000,France,495600,579600.0
xuminghao_o,The8 디에잇,Music,,4700000,Indonesia,666100,840200.0
xxxibgdrgn,권지용(權志龍),Photography,Fashion,21100000,Indonesia,484400,615300.0
yamigautam,Yami Gautam Dhar,Cinema & Actors/actresses,,15900000,India,189300,219500.0
yangyang_x2,YangYang 양양,,,6300000,Indonesia,863200,1100000.0
yaocabrera,Yao Cabrera,Computers & Gadgets,Business & Careers,14200000,Argentina,346400,750100.0
yasmine_sabri,Yasmine Sabri,Cinema & Actors/actresses,Lifestyle,19300000,Egypt,317800,445800.0
yastunes,YAS,Music,,8400000,Iran,666800,927000.0
yawnzzn,YEONJUN,,,9400000,India,3200000,4100000.0
yefersoncossio,Yef,Lifestyle,,9400000,Colombia,174500,255800.0
yejinhand,손예진,Cinema & Actors/actresses,,6600000,Indonesia,589500,767000.0
yellow_3to3,REN JUN,Lifestyle,Music,5900000,Indonesia,1400000,1700000.0
