rank,name_youtube,handle_youtube,audience_country,followers,category_1,views_avg,likes_avg,comments_avg,category_2,category_1_unified,category_2_unified,category_primary,if_exist
970,Nickelodeon,Nickelodeon,,10000000,Movies,46400,503,0,Animation,Entertainment,Entertainment,Entertainment,1
971,UTKARSH CLASSES JODHPUR,UTKARSH CLASSES JODHPUR,India,10000000,Education,150800,11000,430,,Info/Business,,Info/Business,1
972,BERTH-OH,BERTH-OH,Mexico,10000000,Autos & Vehicles,770900,24200,442,,Tech/Gaming,,Tech/Gaming,1
973,RUOK,RUOK,Brazil,10000000,,389900,43600,2300,,,,,0
974,Vie Channel - HTV2,htv2channel,United States,10000000,Music & Dance,70200,682,42,,Music,,Music,1
976,123 GO! Hindi,123 GO! Hindi,India,10000000,,737700,5700,48,,,,,0
977,Family Fun Pack,familyfunpack,United States,10000000,,125300,2200,130,,,,,0
978,Netflix Latinoamérica,Netflix Latinoamérica,,10000000,,18300,551,38,,,,,0
979,مصطفى GAME OVER,مصطفى GAME OVER,Iraq,10000000,,625800,73900,3200,,,,,0
980,Little Angel Bahasa Indonesia - Lagu Anak,Little Angel Bahasa Indonesia - Lagu Anak,,10000000,Music & Dance,662900,4100,0,Toys,Music,,Music,1
981,VYRLOriginals,VYRLOriginals,India,10000000,Music & Dance,152900,6100,253,,Music,,Music,1
982,Mari Maria,makebymarimaria,Brazil,10000000,Fashion,78700,4500,170,DIY & Life Hacks,Beauty/Fashion,Lifestyle,Beauty/Fashion,1
983,Eagle Home Entertainments,Eagle Home Entertainments,India,10000000,,1400,11,0,,,,,0
984,SULE PRODUCTIONS,SULE PRODUCTIONS,Indonesia,9900000,,361700,10300,522,,,,,0
985,Shruti Arjun Anand,shrutiarjunanand,India,9900000,Movies,616600,13200,625,Humor,Entertainment,Entertainment,Entertainment,1
986,Dharma Productions,Dharma Productions,India,9900000,,32500,1200,156,,,,,0
987,SEVENGERS,SEVENGERS,India,9900000,,5800000,509100,905,,,,,0
988,Programa Panico,panicopgm,Brazil,9900000,Toys,45000,1700,48,,,,,0
989,QPark,joycetanner,United States,9900000,Music & Dance,197600,13800,219,Humor,Music,Entertainment,Music,1
990,The Voice Global,The Voice Global,United States,9900000,Music & Dance,302500,2900,78,,Music,,Music,1
992,Prince Royce,Prince Royce,United States,9900000,Music & Dance,6400,638,18,,Music,,Music,1
993,MBCkpop,MBCkpop,Malaysia,9900000,Music & Dance,2900,284,14,,Music,,Music,1
994,The Bee Family,ehbeefamily,United States,9900000,Daily vlogs,325100,15700,184,,Lifestyle,,Lifestyle,1
995,Fox News,FoxNewsChannel,United States,9900000,News & Politics,148900,5500,1600,,Info/Business,,Info/Business,1
996,Raditya Dika,Raditya Dika,Indonesia,9900000,Food & Drinks,430500,14800,741,,Lifestyle,,Lifestyle,1
997,Ini Talk Show,IniTalkShow,Indonesia,9900000,Music & Dance,25200,290,17,Humor,Music,Entertainment,Music,1
998,SpriteDer SPD,SpriteDer SPD,Thailand,9900000,Humor,4400000,154400,3600,,Entertainment,,Entertainment,1
999,Classic Mr Bean,Classic Mr Bean,India,9900000,,132600,1100,53,,,,,0
1000,Heera Gold,Heera Gold,Pakistan,9900000,Daily vlogs,39400,1600,161,,Lifestyle,,Lifestyle,1
