rank,handle_instagram,name_instagram,followers,audience_country,engagement_auth,engagement_avg,category_1,category_2,category_1_unified,category_2_unified,category_primary,if_exist
979,laurenjauregui,Lauren Jauregui,10800000,United States,135900,200700,,,,,,0
980,tejasswiprakash,Tejasswi Prakash,6300000,India,304400,376700,Fashion,Beauty,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
981,shahinsamadpoor,Shahin Samad poor شاهین صمدپور,4700000,Iran,360500,475900,Literature & Journalism,Cinema & Actors/actresses,Info/Business,Entertainment,Info/Business,1
982,michelle_lewin,Michelle Lewin,15100000,United States,101600,143400,Fitness & Gym,,Sports,,Sports,1
983,mb459,Mario Balotelli Barwuah 🇮🇹🇬🇭⚽️,10500000,Turkey,140700,206000,Sports with a ball,,Sports,,Sports,1
984,bighit_exhibition,2022 BTS EXHIBITION : Proof,5600000,Indonesia,310300,384600,,,,,,0
985,mario_houses,Mario Casas,7000000,Spain,210100,311000,Modeling,Cinema & Actors/actresses,Beauty/Fashion,Entertainment,Beauty/Fashion,1
986,valeyellow46,Valentino Rossi,14100000,Indonesia,115600,151000,Racing Sports,,Sports,,Sports,1
987,jeremyrenner,Jeremy Renner,17900000,United States,99800,119300,Shows,Cinema & Actors/actresses,Entertainment,Entertainment,Entertainment,1
988,leeyoum262,이유미,7500000,South Korea,235500,288500,Lifestyle,,Lifestyle,,Lifestyle,1
989,choquei,CHOQUEI,17500000,Brazil,39800,124100,Literature & Journalism,,Info/Business,,Info/Business,1
990,lalioficial,LALI❤️‍🔥,11000000,Argentina,136000,194600,,,,,,0
991,naisaalifiayuriza,Naisa Alifia Yuriza,9900000,Indonesia,194900,218300,Lifestyle,,Lifestyle,,Lifestyle,1
992,francety,Francia James,11400000,India,144800,190000,Adult content,,,,,0
993,aidanrgallagher,Aidan R Gallagher,7700000,Mexico,233200,280600,,,,,,0
994,leosantana,O GIGANTE,17900000,Brazil,63700,119500,,,,,,0
995,dhanashree9,Dhanashree Verma,5200000,India,326900,411300,Shows,,Entertainment,,Entertainment,1
996,jadethirlwall,jade amelia thirlwall,9400000,United States,174200,228100,,,,,,0
997,ninja,User Not Found,12900000,United States,127800,163900,Computers & Gadgets,Machinery & Technologies,Tech/Gaming,Tech/Gaming,Tech/Gaming,1
998,myriamfares,Myriam Fares,20600000,Iraq,75800,102400,,,,,,0
999,optimushwang,황민현,4200000,South Korea,426000,508000,Lifestyle,,Lifestyle,,Lifestyle,1
1000,syifahadjureal,Syifa Hadju,15500000,Indonesia,110200,136100,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
951,tontawan,ตู / t u 🌻(•ө•)ෆ⃛,3800000,Thailand,459100,603800,Beauty,Lifestyle,Beauty/Fashion,Lifestyle,Beauty/Fashion,1
952,danielricciardo,Daniel Ricciardo,7300000,United States,238300,309400,Racing Sports,,Sports,,Sports,1
953,ginaindelicada,Gina Indelicada,11300000,Brazil,97300,199400,Humor & Fun & Happiness,,Entertainment,,Entertainment,1
954,tovinothomas,Tovino⚡️Thomas,7000000,India,179100,321700,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
955,timatiofficial,13,18500000,Russia,91500,121400,Fitness & Gym,Lifestyle,Sports,Lifestyle,Sports,1
956,jayshetty,Jay Shetty,11600000,United States,152500,192600,Literature & Journalism,Trainers & Coaches,Info/Business,Sports,Info/Business,1
957,camilacoelho,CAMILA COELHO,9900000,Brazil,107000,228800,Shows,,Entertainment,,Entertainment,1
958,becaa_barreto,Rebeca 🌙,9900000,Brazil,119800,228600,Lifestyle,,Lifestyle,,Lifestyle,1
959,prideofgypsies,Jason Momoa,17100000,United States,101300,130000,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
960,raffinagita1717,Raffi Ahmad and Nagita Slavina,64000000,Indonesia,23800,34800,Shows,,Entertainment,,Entertainment,1
961,artmodel.one,Юлечка💖Digital Art,7200000,India,241600,313500,,,,,,0
962,brycehall,Bryce Hall,7200000,United States,242100,311000,,,,,,0
963,silambarasantrofficial,Silambarasan TR,10200000,India,169600,216600,Shows,Lifestyle,Entertainment,Lifestyle,Entertainment,1
964,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,5500000,Italy,302600,403400,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
965,jordialbaoficial,Jordi Alba,14600000,Spain,103900,150200,Sports with a ball,,Sports,,Sports,1
966,violets.tv,Violet Summers,13800000,Italy,118000,162200,Adult content,,,,,0
967,nameisnani,Nani,5300000,India,387200,418000,Humor & Fun & Happiness,Cinema & Actors/actresses,Entertainment,Entertainment,Entertainment,1
968,tommyinnit,TommyInnit,3500000,France,567800,640400,Shows,Cinema & Actors/actresses,Entertainment,Entertainment,Entertainment,1
969,porsche,Porsche,26800000,United States,63500,81200,Cars & Motorbikes,,,,,0
970,lynaritaa,Lyna Perez,9000000,United States,186700,246700,Lifestyle,,Lifestyle,,Lifestyle,1
971,tarasutaria,TARA💫,8100000,India,215700,271700,Cinema & Actors/actresses,,Entertainment,,Entertainment,1
972,thibautcourtois,Thibaut Courtois,11000000,Spain,135200,196300,Sports with a ball,,Sports,,Sports,1
973,rubyrose,Ruby Rose,20100000,United States,82000,108300,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
974,joesthetics,Jo Lindner,7600000,India,190000,289600,Fitness & Gym,,Sports,,Sports,1
975,brfootball,Bleacher Report Football,12600000,United States,105700,170900,Sports with a ball,,Sports,,Sports,1
976,kaka,Kaká,18800000,Brazil,70200,114700,Sports with a ball,,Sports,,Sports,1
977,therealjosephmorgan,Joseph Morgan,8000000,Brazil,219800,275100,Cinema & Actors/actresses,Lifestyle,Entertainment,Lifestyle,Entertainment,1
978,marioruiz,Mario Ruiz,6200000,Mexico,224100,349700,Lifestyle,,Lifestyle,,Lifestyle,1
979,laurenjauregui,Lauren Jauregui,10800000,United States,135900,200700,,,,,,0
980,tejasswiprakash,Tejasswi Prakash,6300000,India,304400,376700,Fashion,Beauty,Beauty/Fashion,Beauty/Fashion,Beauty/Fashion,1
981,shahinsamadpoor,Shahin Samad poor شاهین صمدپور,4700000,Iran,360500,475900,Literature & Journalism,Cinema & Actors/actresses,Info/Business,Entertainment,Info/Business,1
982,michelle_lewin,Michelle Lewin,15100000,United States,101600,143400,Fitness & Gym,,Sports,,Sports,1
983,mb459,Mario Balotelli Barwuah 🇮🇹🇬🇭⚽️,10500000,Turkey,140700,206000,Sports with a ball,,Sports,,Sports,1
984,bighit_exhibition,2022 BTS EXHIBITION : Proof,5600000,Indonesia,310300,384600,,,,,,0
985,mario_houses,Mario Casas,7000000,Spain,210100,311000,Modeling,Cinema & Actors/actresses,Beauty/Fashion,Entertainment,Beauty/Fashion,1
986,valeyellow46,Valentino Rossi,14100000,Indonesia,115600,151000,Racing Sports,,Sports,,Sports,1
987,jeremyrenner,Jeremy Renner,17900000,United States,99800,119300,Shows,Cinema & Actors/actresses,Entertainment,Entertainment,Entertainment,1
988,leeyoum262,이유미,7500000,South Korea,235500,288500,Lifestyle,,Lifestyle,,Lifestyle,1
989,choquei,CHOQUEI,17500000,Brazil,39800,124100,Literature & Journalism,,Info/Business,,Info/Business,1
990,lalioficial,LALI❤️‍🔥,11000000,Argentina,136000,194600,,,,,,0
991,naisaalifiayuriza,Naisa Alifia Yuriza,9900000,Indonesia,194900,218300,Lifestyle,,Lifestyle,,Lifestyle,1
992,francety,Francia James,11400000,India,144800,190000,Adult content,,,,,0
993,aidanrgallagher,Aidan R Gallagher,7700000,Mexico,233200,280600,,,,,,0
994,leosantana,O GIGANTE,17900000,Brazil,63700,119500,,,,,,0
995,dhanashree9,Dhanashree Verma,5200000,India,326900,411300,Shows,,Entertainment,,Entertainment,1
996,jadethirlwall,jade amelia thirlwall,9400000,United States,174200,228100,,,,,,0
997,ninja,User Not Found,12900000,United States,127800,163900,Computers & Gadgets,Machinery & Technologies,Tech/Gaming,Tech/Gaming,Tech/Gaming,1
998,myriamfares,Myriam Fares,20600000,Iraq,75800,102400,,,,,,0
999,optimushwang,황민현,4200000,South Korea,426000,508000,Lifestyle,,Lifestyle,,Lifestyle,1
1000,syifahadjureal,Syifa Hadju,15500000,Indonesia,110200,136100,Modeling,,Beauty/Fashion,,Beauty/Fashion,1
